substance_id,name
5588,"Calcium Chloride, Icodextrin, Sodium Chloride, Magnesium Chloride, Sodium (S)-Lactate Solution"
5589,"Icodextrin, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Lactate"
5590,"Phenobarbital, Valerianae Extractum Siccum"
5591,"Magnesium Sulfate Heptahydrate, Sodium Sulfate Anhydrous, Potassium Sulphate"
5592,Mirdametinib
5593,Iptacopan
5594,Agalsidase Beta
5595,Human Coagulation Factor Vii
5596,"Aluminium Oxide, Hydrated, Magnesium Hydroxide"
5597,"Cinchocaine Hydrochloride, Policresulen"
5598,"Distillate Of Fresh Leaves And Twigs Of Hamamelis Virginiana (1 : 1,12 – 2,08), Distillation Agent: Ethanol 6% W/W"
5599,"Hamamelis Leaves Fluid Extract (1:2), Ethanol 60% (V/V)"
5600,"Pyrimethamine, Sulfadoxine"
5601,Phenprocoumon
5602,Fenticonazole Nitrate
5603,"Natrium Tetraboracicum D4, Anamirta Cocculus D8, Argentum Nitricum D6, Nicotiana Tabacum D8, Sepia Officinalis D6, Strychnos Nux-Vomica D4"
5604,"Tincture From Sage Leaf, Extraction Solvent: Ethanol 68% (V/V)"
5605,"Human Coagulation Factor Viii, Von Willebrand Factor"
5606,Toremifene
5607,"Soft Extract Of Tussilago Farfara Leaf (4.5-6.0: 1), Extraction Solvent: Water"
5608,Promethazine
5609,Ambazone Monohydrate
5610,Tyrothricin
5611,"Doconexent, Vitamin D, Icosapent, Retinol"
5612,Benzylpenicillin Procaine
5613,"Cassia Angustifolia Vahl. (Polvo De Hojas), Cassia Angustifolia Vahl. (Polvo De Frutos), Fucus Vesiculosus L. (Talos)"
5614,Panobinostat
5615,"Paracetamol, Acetylsalicylic Acid, Codeine Phosphate Hemihydrate, Anhydrous Caffeine"
5616,Benralizumab
5617,Tinidazole
5618,Rasburicase
5619,"Rhamnus Purshiana Dc. Dry Extract, Rhamnus Frangula, Fucus Vesiculosus Dry Extract"
5620,"Rhamnus Frangula Bark Extract, Rhamnus Purshiana Dc. Bark Dry Extract, Fucus Vesiculosus Dry Extract"
5621,Favipiravir
5622,Fenipentol
5623,"Apis Mellifica Dil. D4, Belladonna Dil. D6, China Dil. D3, Kalium Iodatum D3, Gelsemium Dil. D4, Aconitum Dil. D4, Phytolacca Dil. D3"
5624,Febuxostat Hemihydrate
5625,Fluoroethylcholine (18f)
5626,"Folic Acid, Dried Ferrous Sulfate"
5627,Factor Viii Inhibitor Bypassing Fraction
5628,Felbinac
5629,"Levonorgestrel, Estradiol Hemihydrate"
5630,"Estradiol, Levonorgestrel"
5631,"Dry Extract Of Pinus Sylvestris Pollen, Zea Mays Pollen, Secale Cereale Pollen, Dactylis Glomerata Pollen And Zea Mays Pistil (Der 3-4:1), Extraction Solvent: Acetone 5% (M/M)"
5632,"Lachesis D10, Cocculus Dil.D4, Pulsatilla Dil. D4, Nux Vomica Dil. D6"
5633,"Dry Extract From Bearberry Leaf (4.0-5.0:1), Extraction Solvent: Water, Dry Extract Of Birch Leaf (4.5-5.5: 1), Extraction Solvent: Water, Dry Extract Of Goldenrod (4-6: 1), Extraction Solvent: Ethanol 50% (M/M)"
5634,"Calcium Carbonicum Hahnemanni Dil. D 10, Cimicifuga Racemosa Dil. D 3, Phosphorus Dil. D4, Vitex Agnus-Castus, Pulsatilla Pratensis Dil. D2"
5635,"Dry Extract Of Yarrow (5-10: 1), Extraction Solvent: Water"
5636,"Dydrogesterone, Estradiol Hemihydrate"
5637,"Phenazone, Caffeine"
5638,Ibuprofen Ph. Eur.
5639,"Fennel, Bitter"
5640,Fennel Fruit Bitter
5641,"Caraway Fruit, Fennel, Bitter, Pimpinella Anisum"
5642,"Anisi Fructus, Caraway Fruit, Fennel Fruit Bitter"
5643,Bitter Fennel Oil
5644,"Honey, Bitter Fennel Oil"
5645,"Aluminium Phosphate, Hepatitis B Surface Antigen (Rdna) Adjuvanted By As04c Adsorbed On Aluminium Phosphate [produced In S. Cerevisiae By Rdna], 3-O-Desacyl-4'-Monophosphoryl Lipid A"
5646,Sorafenib Tosilate
5647,"Phenylbutazone, Menthol, Camphor"
5648,Phenylbutazone
5649,"Pheniramine Maleate, Ascorbic Acid, Paracetamol"
5650,Penciclovir
5651,Quifenadine Hydrochloride
5652,"Ipecacuanha, Prepared"
5653,Phenobarbital Sodium
5654,Fenofibrate (Nanonised)
5655,Amidefrine Mesilate
5656,"Sodium Chloride, Urea"
5657,Fennel Fruit Sweet
5658,"Fenofibrate, Rosuvastatin"
5659,Ferrous Sulfate
5660,"Acidum Arsenicosum Dil. D6, Argentum Nitricum Dil. D4, Bryonia Spag. Peka Dil. D4, Cinchona Pubescens Spag. Peka Dil. D3, Vincetoxicum Hirundinaria Dil. D2, Lachesis Dil. D7, Aconitum Napellus Dil. D4, Eupatorium Perfoliatum Dil. D2"
5661,Ferrous Sulfate Heptahydrate
5662,Ferric Maltol
5663,Ferrous (Ii) Glycine Sulfate Complex
5664,"Ascorbic Acid, Folic Acid, Ferrous Fumarate"
5665,"Amylase, Lipase, Protease"
5666,Ferriprotinate
5667,Sodium Ferric Gluconate Complex
5668,"Folic Acid, Ferrous Sulfate"
5669,"Sodium Ascorbate, Ferrous Sulfate"
5670,"Sodium Ascorbate, Ferrous Sulfate Heptahydrate"
5671,"Ascorbic Acid, Ferrous Sulfate"
5672,Iron Protein Succinylate
5673,"Ferriprotinate, Calcium Folinate Pentahydrate"
5674,Ferrous Gluconate Dihydrate Bp
5675,"Ascorbic Acid, Ferrous Fumarate"
5676,"Folic Acid, Ferrous Fumarate"
5677,Polysaccharide Iron Complex
5678,"Sodium Ferric Gluconate Complex, Calcium Folinate Pentahydrate"
5679,Ferric Sodium Gluconate Complex
5680,"Iron, Ion (Fe3+)"
5681,"Ascorbic Acid, Folic Acid, Dried Ferrous Sulfate"
5682,"Cyanocobalamin, Folic Acid, Ferrous (Ii) Glycine Sulfate Complex"
5683,"Folic Acid, Ferrous (Ii) Glycine Sulfate Complex"
5684,"Iron(Iii) Ion, Folinic Acid"
5685,Ferrous Fumarate
5686,"Sodium Ascorbate, Dried Ferrous Sulfate"
5687,"Sodium Ascorbate, Dried Ferrous Sulphate Bp"
5688,"Ascorbic Acid, Dried Ferrous Sulfate"
5689,"Folic Acid Bp, Dried Ferrous Sulphate Bp"
5690,"Dried Ferrous Sulfate, Folic Acid Hydrate"
5691,Ferrimanitol Ovalbumin
5692,Sodium Feredetate
5693,Ferrous Fumarate Bp
5694,Iron Dextran
5695,"Folic Acid, Iron(Iii) Ion"
5696,"Acidum Phosphoricum Dil. D 1, Ferrum Metallicum Trit. D 2, Chininum Arsenicosum Trit D5, Manganum Aceticum Trit D5"
5697,Ferrum Phosphoricum Dil. D8 Aquos.
5698,Ferrum Sidereum Dil. D6 Aquos.
5699,"Ferrum Sidereum Dil. D8 Aquos., Quarz Dil. D20, Sulfur Dil. D6 Aquos."
5700,"Ferrum Sidereum Dil. D10 Aquos., Pankreas Bovis Dil. D6"
5701,Ferrum Sidereum Trit. D20
5702,"Ferrum Sidereum Trit. D3, Ferrum Sidereum D10, Ferrum Sidereum D6, Ferrum Sidereum D8, Ferrum Sidereum D12"
5703,"Ferrum Oxydulatum Nigrum Trit. D4 (Hab, Vs. 6), Nontronit Trit. D4, Urtica Dioica E Planta Tota Ferm 33c Dil. D5 (Hab, Vs. 33c), Pimpinella Anisum E Fructibus, Infusum Ø (Hab, Vs. 24a)"
5704,"Ferrum Oxydulatum Nigrum Dil. D6 (Hab, Vs. 6), Nontronit Dil. D6, Urtica Dioica E Planta Tota Ferm 33c Dil. D7 (Hab, Vs. 33c), Pimpinella Anisum E Fructibus, Infusum Dil. D4 (Hab, Vs. 24a)"
5705,"Ferrum Metallicum Dil. D7, Quarz Dil. D19 Aquos., Sulfur Dil. D5"
5706,"Ferrum Metallicum D200, Ferrum Metallicum D30, Ferrum Metallicum D8, Ferrum Phosphoricum D200, Ferrum Phosphoricum D30, Ferrum Phosphoricum D8, Ferrum Sesquichloratum Solutum D10, Ferrum Sesquichloratum Solutum D200, Ferrum Muriaticum D30, Ferrum Muriatic"
5707,"Ferrum Metallicum Dil. D30, Ferrum Metallicum Dil. D200, Ferrum Phosphoricum Dil. D30, Ferrum Phosphoricum Dil. D200, Ferrum Sulfuricum Dil. D10, Ferrum Sulfuricum Dil. D30, Ferrum Sulfuricum Dil. D200, Ferrum Sesquichloratum Solutum Dil. D10, Ferrum Sesq"
5708,"Ferrum Phosphoricum Dil. D 10, Filipendula Ulmaria Dil. D4, Ferrum Metallicum Dil. D10, Ferrum Metallicum Dil. D30, Ferrum Metallicum Dil. D200, Ferrum Phosphoricum Dil. D30, Ferrum Phosphoricum Dil. D200, Ferrum Sulfuricum Dil. D10, Ferrum Sulfuricum Dil"
5709,Ferrum-Quarz Ursubstanz
5710,"Luteinising Hormone (Human), Follicle-Stimulating Hormone"
5711,"Follicle-Stimulating Hormone, Luteinising Hormone"
5712,"Salicylic Acid, Sodium Iodide"
5713,Cefiderocol
5714,Tanacetum Parthenium
5715,"Pheniramine Maleate, Tetryzoline Hydrochloride"
5716,"Chlorphenamine Maleate, Tramazoline Hydrochloride"
5717,Fexofenadine
5718,Insulin Aspart
5719,Testa Triticum Tricum
5720,Guar
5721,Gemfibrozil
5722,Sodium Tetradecyl Sulfate
5723,Cardiospermum Halicacabum Ø
5724,Sodium Iodide (131i)
5725,"Echinacea Mother Tincture, Argentum Metallicum Praeparatum Trit. D19, Echinacea Purpurea, Planta Tota Mother Tincture, Chamomilla Recutita, Radix, Ethanol. Decoctum Dil. D2, Papaver Somniferum, Fructus Immat. Dil. D3, Atropa Belladonna Dil. D3"
5726,"Magnesium Aspartate, Pyridoxine Hydrochloride"
5727,Sparsentan
5728,"Dry Extract Refined From Birch Bark, Equivalent To 0.5-1.0 G Birch Bark, Including 84-95 Mg Triterpenes Calculated As The Sum Of Betulin, Betulinic Acid, Erythrodiol, Lupeol And Oleanolic Acid, Extraction Solvent: N-Heptane"
5729,"Nicoboxil, Nonivamide"
5730,"Thick Extract Of Cayenne Pepper (4-7:1), Equivalent To 53 Mg Capsaicinoids Calculated As Capsaicin, Extraction Agent: Ethanol 80% (V/V)"
5731,"Caffeine, Acetylsalicylic Acid Ph. Eur."
5732,"Ascorbic Acid, Paracetamol, Caffeine"
5733,Dabrafenib
5734,"Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Triglycerides, Medium Chain, Tryptophan, Potassium Chloride, Calcium Chloride D"
5735,"Phenazone, Lidocaine Hydrochloride"
5736,Fenfluramine Hydrochloride
5737,Dehydrocholic Acid
5738,Icatibant
5739,"Phenoxyethanol, Aqueous Extract Of Triticum Aestivum"
5740,"Extractum Compositum (1:1,3-1,6) Ex: Agropyri Rhizomate 12,5 P.,allii Cepae Squama 5,0 P.,betulae Folio 10,0 P.,foenugraeci Semine 15,0 P.,petroselini Radice 17,5 P.,solidaginis Herba 5,0 P., Equiseti Herba 10,0 P.,levistici Radice 10,0 P.,polygoni Avicul"
5741,Phytomenadione
5742,Serenoa Serrulata Fruit Extract
5743,Aqueous Extract Of Triticum Aestivum
5744,"Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate, Sodium-L-Lactate"
5745,Metronidazole Benzoate
5746,"Nystatin, Metronidazole"
5747,"Clotrimazole, Metronidazole"
5748,"Sulfadiazine Silver, Cerium Nitrate"
5749,"Sulfadiazine Silver, Cerium(Iii) Nitrate, Hexahydrate"
5750,Sulfadiazine Silver Micronised
5751,"Ledum Palustre Dil. D4, Toxicodendron Quercifolium Dil. D12, Guajacum Dil. D4, Bellis Perennis Spag. Peka Dil. D8, Arnica Montana Spag. Peka Dil. D12, Bryonia Spag. Peka Dil. D4, Viscum Album Spag. Peka Dil. D4, Ruta Graveolens Spag. Peka Dil. D6"
5752,"Amoxicillin Trihydrate, Flucloxacillin Sodium"
5753,Fluorometholone Acetate
5754,"Magnesium Glycerophosphate, Pyridoxine Hydrochloride"
5755,"Clebopride Hydrogen Maleate, Simeticone"
5756,"Artemisia Absinthium D3, Matricaria Recutita D2, Gentiana Lutea D3, Juniperus Communis D3"
5757,"Dry Extract From Soya-Bean Seeds (200-50:1), Containing 80 Mg Of Soy Isoflavones, Extraction Solvent: Ethanol 70% V/V"
5758,"Propolis, Caffeic Acid, Chrysin"
5759,"Glycine Max L. (Soybean) Seed Extractum Siccum , Ethanol 60-70%"
5760,"Standardized Dry Extract Of Soya-Bean (1:100-400), Corresponding To 40 Mg Of Isoflavones, Extraction Solvent: Ethanol 85% (V/V)"
5761,Human Normal Immunoglobulin (Iv)
5762,"Troxerutin, Carbazochrome"
5763,Aesculus Seed Extract
5764,"Aesculus Hippocastanum, Extract"
5765,Flecainide
5766,"Sticta Ø, Honey, Lichen Islandicus / Cladonia Rangiferina / Usnea Barbata (5:2:1), Aqueous Extract (Der 1:6), Star Anise Oil"
5767,Bromhexine Hydrochloride Bp
5768,"Bromhexine Hydrochloride, Extractum Fluidum Aquosum (1:3) Ex: Plantagini Lanceolate Folium Et Verbasci Floribus"
5769,"Docusate Sodium Bp, Glycerol Ph Eur"
5770,Arachis Oil
5771,Extract From Symphytum Officinale (1: 2): Extraction Solvent: Ethanol 60% (V/V)
5772,Comfrey Root Liquid Extract
5773,Ketoprofen Sodium
5774,Cyclobenzaprine Hydrochloride
5775,"Rhus Toxicodendron Mother Tincture, Symphytum Officinale Ex Herba Mother Tincture, Ledum Palustre Mother Tincture"
5776,"Dry Extract From Devil's Claw Root Corresonding To 2.1-2.4 G Of Devil's Claw Root, Extraction Solvent: Ethanol 60% (V/V)"
5777,Tolperisone Hydrochloride
5778,"Preparation Of Symphytum X Uplandicum Herb (Der 0.5-0.7:1), Composed Of 40 % Liquid Extract From Symphytum X Uplandicum Herb, Extraction Solvent: Water, And 60 % Liquid Extract From The Press Residue After Aqueous Extraction Of Symphytum X Uplandicum Herb"
5779,"Allium Cepa D4, Allium Cepa D10, Allium Cepa D15"
5780,Fumagillin
5781,Infliximab
5782,"Gramicidin, Neomycin Sulfate, Fluocinolone Acetonide"
5783,Psyllium
5784,Plantago Seed
5785,"Dexamethasone Sodium Phosphate, Ofloxacin"
5786,Morniflumate
5787,"Formica Parva Ex Anim. Tot. Dil. D6, Triticum Vulgare, Flos Dil. D12, Vespa Vulgaris Ex Anim. Tot. Dil. D6"
5788,Ispaghula Husk
5789,Flucloxacillin
5790,Flucloxacillin Sodium Monohydrate
5791,Fluorothymidine F-18
5792,"B/Phuket/3073/2013-Like Strain (B/Phuket/3073/2013, Bvr-1b), Influenza Virus B/Austria/1359417/2021-Like Strain (B/Austria/1359417/2021, Bvr-26), Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza Virus A/Thailand/8/2022 (H3n2) Ivr-237-"
5793,"Influenza Virus B/Austria/1359417/2021-Like Strain (B/Austria/1359417/2021, Bvr-26), Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza Virus A/Thailand/8/2022 (H3n2) Ivr-237-Like Strain (A/Thailand/8/2022)"
5794,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), B/Washington/02/2019 - Like Virus (B/Washington/02/2019, Wild Type), A/Victoria/2570/2019 (H1n1)pdm09-Like Strain (A/Victoria/2570/2019, Ivr-215), Influenza A Virus, A/Cambodia/E0826360/2020 ("
5795,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Austria/1359417/2021-Like Strain (B/Austria/1359417/2021, Bvr-26), A/Victoria/4897/2022 (H1n1)pdm09-Like Strain (A/Victoria/4897/2022, Ivr-238), Influenza A Virus, A/Croatia/"
5796,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Austria/1359417/2021-Like Strain (B/Austria/1359417/2021, Bvr-26), A/Victoria/4897/2022 (H1n1)pdm09-Like Strain (A/Victoria/4897/2022, Ivr-238), Influenza Virus A/Thailand/8/"
5797,"B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Austria/1359417/2021-Like Strain (B/Austria/1359417/2021, Bvr-26), Influenza A/Victoria/4897/2022 Ivr-238 (H1n1), Inactivated, Influenza Virus A/Thailand/8/2022 (H3n2) Ivr-23"
5798,"B/Austria/1359417/2021-Like Strain (B/Singapore/Wuh4618/2021), A/Wisconsin/67/2022 (H1n1)pdm09-Like Strain (A/Georgia/12/2022 Cvr-167), Influenza A Virus, Subtype H3n2, Strain A/District Of Columbia/27/2023-Like Virus A/Victoria/800/2024 Cvr-289, Live"
5799,Flucloxacillin Sodium
5800,"Flucloxacillin, Flucloxacillin Sodium Monohydrate"
5801,Flucloxacillin Sodium Bp
5802,Flucloxacillin Magnesium Octahydrate
5803,Fludarabine Phosphate Ph. Eur.
5804,Fluorine
5805,Fludeoxyglucose
5806,Fludroxycortide
5807,"Influenza Virus B/Austria/1359417/2021 - Like Strain (B/Austria/1359417/2021, Medi 355292), Influenza Virus A/Victoria/4897/2022 (H1n1)pdm09 - Like Strain (A/Norway/31694/2022, Medi 369815), Influenza A Virus, Subtype H3n2, Strain A/Croatia/10136rv/2023-L"
5808,Flunarizine Hydrochloride
5809,Mepiphylline
5810,Thiamphenicol Glycinate Acetylcysteine
5811,"Acetylcysteine, Paracetamol"
5812,"Promethazine Hydrochloride, Polysorbate 20, Meglumine Benzoate"
5813,"Polysorbate 20, Meglumine Benzoate"
5814,"Flumetasone Pivalate, Clioquinol"
5815,Flunarizine
5816,Flunitrazepam
5817,"Sodium Fluoride, Sodium Monofluorophosphate"
5818,"Dexpanthenol, Fluocinolone Acetonide"
5819,"Gentamicin, Fluocinolone Acetonide"
5820,Aminofluoride
5821,"Sodium Fluoride, Aminofluoride"
5822,Fluoromethyl-(18f)-Dimethyl-2-Hydroxyethyl-Ammonium
5823,Calcium Fluoride
5824,"Domiphen Bromide, Sodium Chloride, Sodium Fluoride"
5825,"Sodium Fluoride, Cholecalciferol Concentrate (Powder Form)"
5826,Flurazepam
5827,Valaciclovir Hydrochloride
5828,"Furosemide, Triamterene"
5829,"Fluticasone Propionate, Formoterol Fumarate Dihydrate Ph.Eur."
5830,Cloperastine Hydrochloride
5831,Flutrimazole
5832,Fluvastatin
5833,Flubendazole
5834,Parnaparin Sodium
5835,Influenza Virus Surface Antigens (Inactivated) Of Strain A/Vietnam/1194/2004 (H5n1)
5836,"Ammonium Carbonicum Dil. D4, Rhododendron Dil. D12, Nitroglycerinum Dil. D6, Psychotria Ipecacuanha Dil. D6"
5837,"Benzocaine, Benzyl Alcohol, Chloroxylenol"
5838,"Thiamine Hydrochloride, Cyanocobalamin, Folic Acid, Nicotinamide"
5839,"Cyanocobalamin, Folic Acid"
5840,"Cyanocobalamin, Folic Acid Hydrate"
5841,Folic Acid Bp
5842,"Cyanocobalamin, Potassium Iodide, Folic Acid Hydrate"
5843,Fomepizole
5844,Fomepizole Sulfate
5845,"Potassium Citrate Monobasic, Monosodium Citrate (Anhydrous), Citric Acid"
5846,Oxiconazole Nitrate
5847,"Ascorbic Acid, Betacarotene, Ergocalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Pyridoxine, Riboflavin, Thiamine, Zinc, Calcium, Chromium, Copper, Iodine, Iron, Magnesium, Manganese, Pantothenic Acid, Phosphorus, Potassium, Selenium, Molybdenum, Dl"
5848,Formaldehyde
5849,Formica Ø
5850,"Formica 42a Dil. D15, Formica Rufa D3"
5851,"Formica Rufa Ex Animale Toto Gl Dil. D5 (Hab, Vs. 41c)"
5852,"Formica Rufa Dil. D12, Formica Rufa Dil. D30, Formica Rufa Dil. D200"
5853,Formica 42a Dil. D3
5854,"Formica Rufa Ex Animale Toto Gl Dil. D4 (Hab, Vs. 41c), Oxalis Acetosella E Planta Tota Ferm 34b Dil. D2 (Hab, Vs. 34b)"
5855,Acidum Formicicum Dil D12
5856,Acidum Formicicum Dil D6
5857,Naratriptan
5858,Acidum Formicicum Dil. D 4
5859,Formoterol Fumarate Dihydrate Ph.Eur.
5860,Fucus Vesiculosus Dil. D6
5861,"Hydrocortisone Acetate, Lidocaine"
5862,"Hydrocortisone, Lidocaine"
5863,"Penicillium Roqueforti E Volumine Cellulae (Lyophil., Steril.) D4"
5864,"Penicillium Roquefortii E Volumine Cellulae (Lyophil., Steril.) D5"
5865,"Heptaminol Hydrochloride, Deanol Aceglumate"
5866,"Taraxici Herba Cum Radice, Dry Extract From Bearberry Leaf, Buchu Dry Extract"
5867,Fosaprepitant
5868,Fosaprepitant Dimeglumine
5869,Temoporfin
5870,Foscarnet Sodium Hexahydrate
5871,Foscarnet
5872,Sodium Dihydrogen Phosphate Monohydrate
5873,Dipotassium Phosphate
5874,"Sodium Dihydrogen Phosphate Dihydrate, Water For Injection"
5875,Fosfomycin Sodium
5876,Fosfomycin Disodium
5877,Fosinopril
5878,Fosphenytoin Sodium
5879,Fosphenytoin
5880,"Beclometasone Propionate, Formoterol Fumarate Dihydrate"
5881,"Formoterol Fumarate Dihydrate Ph.Eur., Beclometasone Dipropionate Ph. Eur."
5882,Tivozanib
5883,"Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Triglycerides, Medium Chain, Tryptophan, Potassium Chloride, Calcium C"
5884,"Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Glycine, Olive Oil, Refined, Soya-Bean Oil Refined, Triglycerides, Medium Chain, Tryptophan, Glucose Monohydrate, Lysine A"
5885,Human Hepatitis B Immunoglobulin
5886,Chlorobutanol Bp
5887,Dalteparin Sodium
5888,"Dexamethasone Sodium Phosphate, Framycetin Sulfate"
5889,"Bacitracin Zinc, Neomycin"
5890,"Dexamethasone Sodium Phosphate, Polymyxin B Sulfate, Framycetin"
5891,"Menthol, Ethanol 96.6 % (V/V)"
5892,"D-Camphor, Pumilio Pine Oil"
5893,"Ethanol (96 Per Cent), Menthol"
5894,"Camphor, Ethanol 96.6 % (V/V)"
5895,"Lachesis Dil. D10, Viburnum Opulus Dil. D3, Ferrum Metallicum Dil. D8, Juniperus Sabina Dil. D10, Pulsatilla Dil. D4, Hamamelis Dil. D3"
5896,Alchemilla
5897,Alchemillae Herba
5898,"Aletris Farinosa Dil. D 1, Cimicifuga Racemosa Dil. D 3, Fraxinus Americana (Hab 34) Dil. 2, Lilium Lancifoliumdil. D 4 Vinos, Sepia Officinalis Dil. D 6, Strychnos Ignatii Dil. D 4 Vinos, Turnera Diffusa Mother Tincture, Valeriana Officinalis Ø, Caulophy"
5899,Nadroparin Calcium
5900,"Glycine, L-Cysteine Hcl, L-Lysine Acetate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Valine, L-Phenylalanine, L-Alanine"
5901,Nicotinamide
5902,"Isopropyl Alcohol, 1,3-Butylene Glycol"
5903,"Retinol Palmitate, Ergocalciferol, Phytomenadione, All-Rac-Alpha-Tocopheryl Acetate (Ph.Eur.)"
5904,"Chlorphenamine Maleate, Dextromethorphan Hydrobromide, Ascorbic Acid, Paracetamol, Caffeine Citrate"
5905,"Naproxen Sodium, Sumatriptan Succinate"
5906,Frovatriptan Succinate
5907,Frovatriptan Succinate Monohydrate
5908,"Ergocalciferol, Calcium Lactate Pentahydrate, Calcium Gluconate"
5909,"Calcium Lactate Pentahydrate, Calcium Gluconate"
5910,"Corylus Avellana L., Alnus Glutinosa Pollen, Betula Verrucosa Pollen"
5911,"Furosemide, Anhydrous Amiloride Hydrochloride"
5912,Furosemide Bp
5913,Fruquintinib
5914,"Tick-Borne Encephalitis Virus (Inactivated), Neudoerfl Strain"
5915,"Algeldrate, Tick-Borne Encephalitis Virus (Inactivated), Neudoerfl Strain"
5916,"Tick-Borne Encephalitis Virus (Inactivated), Neudoerfl Strain, Aluminium Hydroxide"
5917,"Tick-Borne Encephalitis Virus Neudoerfl Strain Adsorbed On Aluminium Hydroxide, Hydrated Produced In Chick Embryo Cells"
5918,Tegafur
5919,"Betamethasone Valerate, Fusidic Acid Hemihydrate"
5920,"Betamethasone, Anhydrous Fusidic Acid"
5921,"Betamethasone Valerate, Fusidic Acid Pentahydrate"
5922,"Fusidic Acid, Hydrocortisone Acetate"
5923,"Hydrocortisone Acetate, Anhydrous Fusidic Acid"
5924,"Hydrocortisone Acetate, Fusidic Acid Hemihydrate"
5925,Fusidic Acid Hemihydrate
5926,Anhydrous Fusidic Acid
5927,Fucus Vesiculosus L. (Talos)
5928,"Calcium Acetate D2, Alchemilla Vulgaris D2, Antimonium Crudum D5, Fucus Vesiculosus D2"
5929,"Stibium Sulfuratum Nigrum D8, Calcium Acetate D2, Alchemilla Vulgaris D2, Thyroid Extract D8, Fucus Vesiculosus D2"
5930,"Fucus Vesiculosus Dil. D12, Fucus Vesiculosus Dil. D30, Fucus Vesiculosus Dil. D200"
5931,Fucus Vesiculosus Dil. D2
5932,Griseofulvin
5933,"Dimethyl Fumarate, Ethyl Fumarate Calcium, Ethyl Fumarate Magnesium, Ethyl Fumarate Zinc"
5934,Ginseng Root Powder
5935,"Funiculus Umbilicalis Suis Dil. D10, Funiculus Umbilicalis Suis Dil. D30, Funiculus Umbilicalis Suis Dil. D200"
5936,"Funiculus Umbilicalis Suis Dil. D30, Funiculus Umbilicalis Suis Dil. D200, Funiculus Umbilicalis Suis Dil. D8, Funiculus Umbilicalis Suis Dil. D12"
5937,"Ferrum Iodatum Dil. D12, Sulfur Iodatum Dil. D12, Calcium Iodatum D12, Acidum Nitricum Dil. D12, Acidum Phosphoricum Dil. D12"
5938,Micafungin
5939,Nitrofurantoin Monohydrate
5940,Nitrofural
5941,Furagin Soluble
5942,"Sodium Chloride, Furagin Soluble"
5943,Furazolidone
5944,Furosemide Sodium
5945,Furosemide Ph. Eur.
5946,"Fusidic Acid, Betamethasone Valerate (Ph. Eur.)"
5947,"Eprosartan, Hydrochlorothiazide"
5948,Enfuvirtide
5949,Ispaghula Husk Bp
5950,"Mebeverine Hydrochloride, Ispaghula Husk"
5951,"Mebeverine Hydrochloride, Ispaghula Husk Bp"
5952,Perampanel
5953,"Lidocaine Hydrochloride Monohydrate, Phenylephrine Hydrochloride, Tropicamide"
5954,"Iron Protein Succinylate, Calcium Folinate Pentahydrate"
5955,"Betulae Folium, Crataegi Folium Cum Flore, Lupuli Flos, Origanum Vulgare, Alchemillae Herba, Hyperici Herba, Melissae Herba"
5956,Sodium Phytate Anhydrous
5957,"Sodium Phytate, Technetium (99mtc) Phytate"
5958,"Bryonia Dil. D15, Solanum Dulcamara Dil. D10, Ledum Palustre Dil. D10, Colchicum Dil. D6, Berberis Dil. D3, Phytolacca Americana Dil. D6"
5959,Paromomycin
5960,Gabexate Mesilate
5961,Tiagabine
5962,Tiagabine Hydrochloride
5963,Gadobutrol
5964,Magaldrate
5965,"Camphor, Racemic, Zinc Oxide, Ichthammol"
5966,"Camphor, Racemic, Ichthammol"
5967,Migalastat
5968,"Galenit Dil. D19 Aquos., Retina Et Chorioidea Bovis Gl Dil. D11 (Hab, Vs. 41c), Secale Cornutum E Sklerotio Ferm 35b Dil. D5 (Hab, Vs. 35b), Terebinthina Laricina Dil. D9 (Hab, Vs. 6)"
5969,"Gallium (68ga) Chloride, Germanium (68ge) Chloride"
5970,"Folic Acid Bp, Ferrous Fumarate Bp"
