medication_id,ema_product_code,product_name,form,authorization_holder
107436,,Paclitaxel Fresenius Kabi,Intravenous Use,Fresenius Kabi Limited
107437,,Paclitaxel Fresenius Kabi Deutschland,Intravenous Use,Fresenius Kabi Deutschland Gmbh
107438,,Paclitaxel Hospira,Intravenous Use,Hospira Benelux
107439,,Paclitaxel Hospira,Intravenous Use,Pfizer Hellas A.E.
107440,,Paclitaxel Hospira,Intravenous Use,Pfizer Holding France
107441,,Paclitaxel Hospira,Intravenous Use,Pfizer Hellas A.E.
107442,,Paclitaxel Hospira,Intravenous Use,Pfizer Hellas A.E.
107443,,Paclitaxel Hospira,Intravenous Use,Hospira Invicta S.A.
107444,,Paclitaxel Hospira Uk,Intravenous Use,"Hospira Uk Limited,walton Oaks"
107445,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Austria Gmbh
107446,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi S.R.O.
107447,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Polska Sp. Z O.O.
107448,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi France S.A.S.
107449,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Deutschland Gmbh
107450,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Hungary Kft.
107451,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Italia S.R.L.
107452,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Polska Sp. Z O.O.
107453,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Polska Sp. Z O.O.
107454,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Italia S.R.L.
107455,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Polska Sp. Z O.O.
107456,,Paclitaxel Kabi,Intravenous Use,"Fresenius Kabi Pharma Portugal, Lda."
107457,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi Romania Srl
107458,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi S.R.O.
107459,,Paclitaxel Kabi,Intravenous Use,Fresenius Kabi España S.A.U.
107460,,Paclitaxel Kelix Bio,Intravenous Use,Kelix Bio (Malta) Limited
107461,,Paclitaxel Mylan,Intravenous Use,Mylan Pharmaceuticals Limited
107462,,Paclitaxel Onkovis,Intravenous Use,Onkovis Gmbh
107463,,Paclitaxel Phares,Intravenous Use,Pharma Resources Gmbh
107464,,Paclitaxel Pliva,Intravenous Use,Pliva Hrvatska D.O.O.
107465,,Paclitaxel Ribosepharm,Intravenous Use,"Hikma Farmacêutica (Portugal), S.A."
107466,,Paclitaxel Sandoz,Intravenous Use,Sandoz
107467,,Paclitaxel Sandoz,Intravenous Use,Sandoz S.P.A.
107468,,Paclitaxel Sandoz,Intravenous Use,Sandoz Pharmaceuticals D.D.
107469,,Paclitaxel Seacross,Intravenous Use,Seacross Pharma (Europe) Ltd
107470,,Paclitaxel Seacross Pharmaceuticals,Intravenous Use,Seacross Pharmaceuticals Limited
107471,,Paclitaxel Stada,Intravenous Use,Stada Arzneimittel Ag
107472,,Paclitaxel Stada,Intravenous Use,Stadapharm Gmbh
107473,,Paclitaxel Teva,"Epidural Use ,Intrabursal Use ,Intracoronary Use ,Intradiscal Use ,Intramuscular Use ,Intravenous Us",Teva Gyógyszergyár Zrt
107474,,Paclitaxel Teva,"Epidural Use ,Intrabursal Use ,Intracoronary Use ,Intradiscal Use ,Intramuscular Use ,Intravenous Us","Teva Pharma S.L.U.,"
107475,,Paclitaxel Teva,Intravenous Use,Teva Santé
107476,,Paclitaxel Teva,Intravenous Use,Teva Gyógyszergyár Zrt
107477,,Paclitaxel Teva,Intravenous Use,Teva Italia S.R.L.
107478,,Paclitaxel Tillomed,Intravenous Use,Tillomed Pharma Gmbh
107479,,Paclitaxel Viatris,Intravenous Use,Viatris Sante
107480,,Paclitaxel Vipharm,Intravenous Use,Vipharm Gmbh
107481,,Paclitaxel Vitane,Intravenous Use,Vitane Pharma Gmbh
107482,,Paclitaxel-Gry,Intravenous Use,Teva Gmbh
107483,,Paclitaxelum Accord,Intravenous Use,Accord Healthcare Polska Sp. Z O.O.
107484,,Paclitaxin,"Epidural Use ,Intrabursal Use ,Intracoronary Use ,Intradiscal Use ,Intramuscular Use ,Intravenous Us",Teva Pharma Belgium N.V./S.A
107485,,Paclitaxin,"Epidural Use ,Intrabursal Use ,Intracoronary Use ,Intradiscal Use ,Intramuscular Use ,Intravenous Us",Pharmachemie Bv
107486,,Paclitaxin,"Epidural Use ,Intrabursal Use ,Intracoronary Use ,Intradiscal Use ,Intramuscular Use ,Intravenous Us",Teva B.V
107487,,Paclitaxin Teva,"Epidural Use ,Intrabursal Use ,Intracoronary Use ,Intradiscal Use ,Intramuscular Use ,Intravenous Us",Teva Pharma Belgium N.V./S.A
107488,,Paclitaxin Teva,"Epidural Use ,Intrabursal Use ,Intracoronary Use ,Intradiscal Use ,Intramuscular Use ,Intravenous Us",Teva B.V
107489,,Paclitaxin Teva Pharma,"Epidural Use ,Intrabursal Use ,Intracoronary Use ,Intradiscal Use ,Intramuscular Use ,Intravenous Us",Teva Pharma Belgium N.V./S.A
107490,,Paco-4,Oral Use,Nassington Ltd
107491,,Pacofarst,Oral Use,Orifarm Generics A/S
107492,,Pädamin,Intravenous Use,Fresenius Kabi Austria Gmbh
107493,,Padcev,Intravenous Use,Astellas Pharma Europe B.V.
107494,,Padcev,Intravenous Use,Astellas Pharma Europe B.V.
107495,,Padcev,Intravenous Use,Astellas Pharma Europe B.V.
107496,,Padcev,Intravenous Use,Astellas Pharma Europe B.V.
107497,,Paderyl,Oral Use,Substipharm
107498,,Padevix,Oral Use,Pharmaestica Manufacturing Oü
107499,,Pädiatrische Elektrolytlösung 1,Intravenous Use,Fresenius Kabi Deutschland Gmbh
107500,,Pädiatrische Elektrolytlösung 1,Intravenous Use,Fresenius Kabi Deutschland Gmbh
107501,,Pädiatrische Elektrolytlösung 2,Intravenous Use,Fresenius Kabi Deutschland Gmbh
107502,,Pädiatrische Elektrolytlösung 2,Intravenous Use,Fresenius Kabi Deutschland Gmbh
107503,,Padma 28,Oral Use,Dr. A. & L. Schmidgall Gmbh & Co Kg
107504,,Padma 28 Formula,Oral Use,Dr. A. & L. Schmidgall Gmbh & Co Kg
107505,,Padolieve,Oral Use,A.Forall Development Nv
107506,,Padolieve,Oral Use,A.Forall Development Nv
107507,,Padolieve Max,Oral Use,A.Forall Development Nv
107508,,Padolten,Oral Use,Teva Pharmaceuticals Polska Sp. Z O.O.
107509,,Padoview,Intravenous Use,Advanced Accelerator Applications Molecular Imaging France S.A.S.
107510,,Paduden,Oral Use,Terapia S.A.
107511,,Paduden Cu Aromă De Caise,Oral Use,Terapia S.A.
107512,,Paduden Duo,Oral Use,Terapia S.A.
107513,,Paduden Express,Oral Use,Ranbaxy Poland Sp. Zo.O
107514,,Paduden Express,Oral Use,Terapia S.A.
107515,,Paduden Express Forte,Oral Use,Ranbaxy Poland Sp. Zo.O
107516,,Paduden Express Forte,Oral Use,Terapia S.A.
107517,,Paduden Forte,Oral Use,Terapia S.A.
107518,,Paduden Junior,Oral Use,Terapia S.A.
107519,,Paduden Răceală Și Gripă,Oral Use,Terapia S.A.
107520,,Paduden Rapid,Oral Use,Terapia S.A.
107521,,Paduden Rapid Forte,Oral Use,Terapia S.A.
107522,,Paduden Sr,Oral Use,Terapia S.A.
107523,,Padviram,Oral Use,Sandoz Pharmaceuticals D.D.
107524,,Padviram,Oral Use,Sandoz A/S
107525,,Paedisol,Intravenous Use,Fresenius Kabi Deutschland Gmbh
107526,,Paeonia Comp.,Oral Use,Biologische Heilmittel Heel Gmbh
107527,,Paf,Cutaneous Use,Lofarma Spa
107528,,Pafinur,Oral Use,Urquima S.A.
107529,,Pafinur,Oral Use,"Noucor Health, S.A."
107530,,Pageltra,Oral Use,Elpen Pharmaceutical Co. Inc.
107531,,Pageltra,Oral Use,Elpen Pharmaceutical Co. Inc.
107532,,Pageltra,Oral Use,Elpen Pharmaceutical Co. Inc.
107533,,Paidocort,Oral Use,"Laboratorio Aldo-Unión, S.L."
107534,,Paidofebril,Oral Use,"Laboratorio Aldo-Unión, S.L."
107535,,Paidofen,Oral Use,Drugs Minerals And Generics Italia S.R.L.
107536,,Paidoflor,Oral Use,Ardeypharm Gmbh
107537,,Paidolax Niños,Rectal Use,"Casen Recordati, S.L."
107538,,Paidomicina,Auricular Use,Drugs Minerals And Generics Italia S.R.L.
107539,,Paidomicina,Ocular Use,Drugs Minerals And Generics Italia S.R.L.
107540,,Paidoterín Descongestivo,Oral Use,"Laboratorio Aldo-Unión, S.L."
107541,,Pain Relief,Oral Use,Wrafton Laboratories Limited
107542,,Pain Relief Paracetamol Suspension 3 Months Plus Boots,Oral Use,Galpharm Healthcare Limited
107543,,Painbreak,Oral Use,Pb Pharma Gmbh
107544,,Painex Schmerzcreme Hofmann´s,Topical Use,Pharmachem Gmbh & Co. Kg
107545,,Painket,Oral Use,Epifarma S.R.L.
107546,,Painoff,Oral Use,Rafarm Sa.
107547,,Pain-Out,Cutaneous Use,Terix Labs Ltd
107548,,Paklitaksel Accord,Intravenous Use,Accord Healthcare Polska Sp. Z O.O.
107549,,Paklitaksel Kabi,Intravenous Use,Fresenius Kabi D.O.O.
107550,,Paklitaksel Kabi,Intravenous Use,Fresenius Kabi Deutschland Gmbh
107551,,Paklitaksel Sandoz,Intravenous Use,Sandoz D.O.O.
107552,,Paklitaksel Sandoz,Intravenous Use,Sandoz Pharmaceuticals D.D.
107553,,Paklitaxel Albumin Reddy,Intravenous Use,Reddy Holding Gmbh
107554,,Palandra,Oral Use,Bayer B.V.
107555,,Palandra,Oral Use,Lusal-Producao Quimico-Farmaceutica Luso-Alema Lda.
107556,,Palanossetrom Fresenius Kabi,Intravenous Use,"Fresenius Kabi Pharma Portugal, Lda."
107557,,Palarccio,Oral Use,1a Farma A/S
107558,,Palarccio,Oral Use,Sandoz B.V.
107559,,Palarccio,Oral Use,1a Farma A/S
107560,,Palarccio,Oral Use,1a Farma A/S
107561,,Palbran,Intramuscular Use,Medical Valley Invest Ab
107562,,Palexia,Oral Use,Grünenthal Österreich Gmbh
107563,,Palexia,Oral Use,Sa Grünenthal N.V.
107564,,Palexia,Oral Use,Grünenthal Gmbh
107565,,Palexia,Oral Use,Grünenthal Gmbh
107566,,Palexia,Oral Use,Grünenthal Gmbh
107567,,Palexia,Oral Use,Pb Pharma Gmbh
107568,,Palexia,Oral Use,Grünenthal Gmbh
107569,,Palexia,Oral Use,Grünenthal Pharma Ltd.
107570,,Palexia,Oral Use,Grünenthal Italia S.R.L.
107571,,Palexia,Oral Use,Sa Grünenthal N.V.
107572,,Palexia,Oral Use,Grünenthal B.V.
107573,,Palexia,Oral Use,Grünenthal Gmbh
107574,,Palexia,Oral Use,Grünenthal Gmbh
107575,,Palexia,Oral Use,Grünenthal S.A.
107576,,Palexia,Oral Use,Grünenthal Gmbh
107577,,Palexia,Oral Use,Grünenthal Gmbh
107578,,Palexia,Oral Use,Grünenthal Pharma S.A.
107579,,Palexia,Oral Use,Grünenthal Pharma Ltd.
107580,,Palexia,Oral Use,Grünenthal Österreich Gmbh
107581,,Palexia,Oral Use,Sa Grünenthal N.V.
107582,,Palexia,Oral Use,Grünenthal Gmbh
107583,,Palexia,Oral Use,Grünenthal Gmbh
107584,,Palexia,Oral Use,Grünenthal Gmbh
107585,,Palexia,Oral Use,Grünenthal Gmbh
107586,,Palexia,Oral Use,Grünenthal Gmbh
107587,,Palexia,Oral Use,Grünenthal Pharma Ltd.
107588,,Palexia,Oral Use,Grünenthal Italia S.R.L.
107589,,Palexia,Oral Use,Sa Grünenthal N.V.
107590,,Palexia,Oral Use,Grünenthal B.V.
107591,,Palexia,Oral Use,Grünenthal Gmbh
107592,,Palexia,Oral Use,Grünenthal Gmbh
107593,,Palexia,Oral Use,Grünenthal S.A.
107594,,Palexia,Oral Use,Grünenthal Gmbh
107595,,Palexia,Oral Use,Grünenthal Gmbh
107596,,Palexia,Oral Use,Grünenthal Pharma S.A.
107597,,Palexia,Oral Use,Grünenthal Gmbh
107598,,Palexia,Oral Use,Grünenthal Pharma Ltd.
107599,,Palexia Akutschmerz,Oral Use,Grünenthal Gmbh
107600,,Palexia Depot,Oral Use,Grünenthal Gmbh
107601,,Palexia Depot,Oral Use,Grünenthal Gmbh
107602,,Palexia Depot,Oral Use,Grünenthal Gmbh
107603,,Palexia Retard,Oral Use,Pb Pharma Gmbh
107604,,Palexia Retard,Oral Use,Grünenthal Österreich Gmbh
107605,,Palexia Retard,Oral Use,Sa Grünenthal N.V.
107606,,Palexia Retard,Oral Use,Grünenthal Gmbh
107607,,Palexia Retard,Oral Use,Grünenthal Gmbh
107608,,Palexia Retard,Oral Use,Grünenthal Gmbh
107609,,Palexia Retard,Oral Use,Grünenthal Gmbh
107610,,Palexia Retard,Oral Use,Grünenthal Gmbh
107611,,Palexia Retard,Oral Use,Sa Grünenthal N.V.
107612,,Palexia Retard,Oral Use,Grünenthal B.V.
107613,,Palexia Retard,Oral Use,Grünenthal Gmbh
107614,,Palexia Retard,Oral Use,Grünenthal S.A.
107615,,Palexia Retard,Oral Use,Grünenthal Gmbh
107616,,Palexia Retard,Oral Use,Grünenthal Pharma S.A.
107617,,Palexia Sr,Oral Use,Grünenthal Pharma Ltd.
107618,,Palexia Sr,Oral Use,Grünenthal Gmbh
107619,,Palexia Sr,Oral Use,Grünenthal Pharma Ltd.
107620,,Palexia® Sr,Oral Use,Grünenthal Pharma Ltd.
107621,,Palforzia,Oral Use,Stallergenes
107622,,Palforzia,Oral Use,Stallergenes
107623,,Palforzia,Oral Use,Stallergenes
107624,,Palforzia,Oral Use,Stallergenes
107625,,Palgesic Retard,Oral Use,"Kern Pharma, S.L."
107626,,Palgotal,Oral Use,"Zentiva, K.S."
107627,,Palgotal,Oral Use,"Zentiva, K.S."
107628,,Palibon,Intramuscular Use,G.L. Pharma Gmbh
107629,,Palibon Starterpackung,Intramuscular Use,G.L. Pharma Gmbh
107630,,Palibone,Oral Use,Pharmathen S.A.
107631,,Palifren Long,Intramuscular Use,Adamed Pharma S.A.
107632,,Paliperidon,Intravenous Use,Stada Arzneimittel Gmbh
107633,,Paliperidon Abz,Intramuscular Use,Abz-Pharma Gmbh
107634,,Paliperidon Abz,Intramuscular Use,Abz-Pharma Gmbh
107635,,Paliperidon Actavis,Oral Use,Teva B.V
107636,,Paliperidon Advanz Pharma,Intramuscular Use,Advanz Pharma Limited
107637,,Paliperidon Al,Intravenous Use,Aliud Pharma Gmbh
107638,,Paliperidon Al,Intravenous Use,Aliud Pharma Gmbh
107639,,Paliperidon Cf,Intravenous Use,Centrafarm B.V.
107640,,Paliperidon Eg,Intravenous Use,Eurogenerics N.V./S.A.
107641,,Paliperidon Exeltis,Intramuscular Use,Exeltis Germany Gmbh
107642,,Paliperidon Exeltis 100 Mg,Intramuscular Use,Exeltis Germany Gmbh
107643,,Paliperidon Exeltis 150 Mg,Intramuscular Use,Exeltis Germany Gmbh
107644,,Paliperidon Exeltis 25 Mg,Intramuscular Use,Exeltis Germany Gmbh
107645,,Paliperidon Exeltis 50 Mg,Intramuscular Use,Exeltis Germany Gmbh
107646,,Paliperidon Exeltis 75 Mg,Intramuscular Use,Exeltis Germany Gmbh
107647,,Paliperidon Genericon,Intramuscular Use,Genericon Pharma Gesellschaft M.B.H.
107648,,Paliperidon Heumann,Intramuscular Use,Heumann Pharma Gmbh & Co. Generica Kg
107649,,Paliperidon Krka,Oral Use,"Krka, D.D., Novo Mesto"
107650,,Paliperidon Krka,Oral Use,"Krka, D.D., Novo Mesto"
107651,,Paliperidon Krka,Oral Use,"Krka, D.D., Novo Mesto"
107652,,Paliperidon Krka,Oral Use,"Krka, D.D., Novo Mesto"
107653,,Paliperidon Krka,Oral Use,"Krka, D.D., Novo Mesto"
107654,,Paliperidon Krka,Oral Use,"Krka, D.D., Novo Mesto"
107655,,Paliperidon Ratiopharm,Intramuscular Use,Ratiopharm Gmbh
107656,,Paliperidon Ratiopharm,Oral Use,Teva B.V
107657,,Paliperidon Ratiopharm,Oral Use,Teva B.V
107658,,Paliperidon Ratiopharm,Intramuscular Use,Ratiopharm Gmbh
107659,,Paliperidon Ratiopharm,Intramuscular Use,Ratiopharm Gmbh
107660,,Paliperidon Ratiopharm,Intramuscular Use,Ratiopharm Gmbh
107661,,Paliperidon Ratiopharm®,Intramuscular Use,Ratiopharm Arzneimittel Vertriebs-Gmbh
107662,,Paliperidon Retard Teva,Oral Use,Teva B.V
107663,,Paliperidon Sandoz,Oral Use,Sandoz N.V.
107664,,Paliperidon Sandoz,Oral Use,Sandoz B.V.
107665,,Paliperidon Sandoz,Intramuscular Use,Sandoz Hungária Kft
107666,,Paliperidon Sandoz,Intramuscular Use,Sandoz B.V.
107667,,Paliperidon Stada,Intravenous Use,Stada Arzneimittel Gmbh
107668,,Paliperidón Stada,Intravenous Use,Stada Arzneimittel Ag
107669,,Paliperidon Starterpackung Ratiopharm®,Intramuscular Use,Ratiopharm Arzneimittel Vertriebs-Gmbh
107670,,Paliperidon Tad,Oral Use,Tad Pharma Gmbh
107671,,Paliperidon Teva,Intramuscular Use,Teva B.V
107672,,Paliperidon Teva,Intramuscular Use,Teva Gmbh
107673,,Paliperidon Teva,Intramuscular Use,Teva B.V
107674,,Paliperidon Teva,Intramuscular Use,Teva Gmbh
107675,,Paliperidon Teva,Intramuscular Use,Teva Gmbh
107676,,Paliperidon Teva,Intramuscular Use,Teva B.V
107677,,Paliperidon Teva,Intramuscular Use,Teva Gmbh
107678,,Paliperidon Teva,Intramuscular Use,Teva B.V
107679,,Paliperidon Teva,Intramuscular Use,Teva Gmbh
107680,,Paliperidon Teva,Intramuscular Use,Teva B.V
107681,,Paliperidon Teva,Intramuscular Use,Teva Gmbh
107682,,Paliperidón Teva,Intramuscular Use,Teva Pharmaceuticals Slovakia S.R.O
107683,,Paliperidón Teva,Intramuscular Use,Teva Pharmaceuticals Slovakia S.R.O
107684,,Paliperidon Viatris,Intramuscular Use,Viatris Limited
107685,,Paliperidon Viatris,Intravenous Use,Viatris Limited
107686,,Paliperidon Viatris,Intravenous Use,Viatris Limited
107687,,Paliperidon Viatris,Intramuscular Use,Viatris Limited
107688,,Paliperidon Viatris,Intravenous Use,Viatris Limited
107689,,Paliperidon Viatris,Intravenous Use,Mylan Germany Gmbh
107690,,Paliperidon Viatris,Intravenous Use,Mylan Germany Gmbh
107691,,Paliperidon Viatris,Intravenous Use,Viatris Limited
107692,,Paliperidon Zentiva,Intramuscular Use,"Zentiva, K.S."
107693,,Paliperidon Zentiva,Intramuscular Use,Zentiva Pharma Gmbh
107694,,Paliperidon Zentiva,Intramuscular Use,"Zentiva, K.S."
107695,,Paliperidon Zentiva,Intramuscular Use,"Zentiva, K.S."
107696,,Paliperidona Aldesven,Intramuscular Use,Alter S.A.
107697,,Paliperidona Alter,Oral Use,Alter S.A.
107698,,Paliperidona Alter,Oral Use,"Laboratorios Alter, S.A."
107699,,Paliperidona Alter,Intramuscular Use,Alter S.A.
107700,,Paliperidona Cinfa,Oral Use,Laboratorios Cinfa S.A.
107701,,Paliperidona Krka,Oral Use,"Krka, D.D., Novo Mesto"
107702,,Paliperidona Liconsa,Intramuscular Use,"Laboratorios Liconsa, S.A."
107703,,Paliperidona Mylan,Intramuscular Use,Viatris Limited
107704,,Paliperidona Pentafarma,Oral Use,Pentafarma - Sociedade Tecnico-Medicinal S.A.
107705,,Paliperidona Pharmakern,Oral Use,"Pharmakern Portugal – Produtos Farmacêuticos, Sociedade Unipessoal, Lda."
107706,,Paliperidona Ratiopharm,Oral Use,Ratiopharm-Comercio E Industria De Produtos Farmaceuticos Lda
107707,,Paliperidona Ratiopharm,Oral Use,"Teva Pharma S.L.U.,"
107708,,Paliperidona Sandoz,Oral Use,Sandoz Farmacêutica Lda.
107709,,Paliperidona Sandoz,Oral Use,"Sandoz Farmacéutica, S.A."
107710,,Paliperidona Sandoz,Intramuscular Use,Sandoz Farmaceutica Lda.
107711,,Paliperidona Stada,Intravenous Use,Stada Lda.
107712,,Paliperidona Stada,Intravenous Use,"Laboratorio Stada, S.L."
107713,,Paliperidonă Stada,Intramuscular Use,Stada M&d S.R.L.
107714,,Paliperidona Tad Tad Pharma,Oral Use,Tad Pharma Gmbh
107715,,Paliperidona Teva,Intramuscular Use,Teva Pharma – Produtos Farmacêuticos Lda
107716,,Paliperidona Teva,Intramuscular Use,Teva B.V
107717,,Paliperidona Teva,Oral Use,Teva B.V
107718,,Paliperidona Teva,Oral Use,Teva B.V
107719,,Paliperidona Teva,Intramuscular Use,Teva Pharma – Produtos Farmacêuticos Lda
107720,,Paliperidona Teva,Intramuscular Use,Teva B.V
107721,,Paliperidonă Teva,Intramuscular Use,Teva Pharmaceuticals S.R.L
107722,,Paliperidona Zentiva,Intramuscular Use,"Zentiva Portugal, Lda"
107723,,"Paliperidone ""exeltis""",Intramuscular Use,Exeltis Healthcare S.L
107724,,"Paliperidone ""sandoz""",Intramuscular Use,1a Farma A/S
107725,,Paliperidone +pharma,Intramuscular Use,+pharma Arzneimittel Gmbh
107726,,Paliperidone Bgr,Intramuscular Use,Biogaran
107727,,Paliperidone Biogaran,Intramuscular Use,Biogaran
107728,,Paliperidone Clonmel,Intravenous Use,Clonmel Healthcare Ltd.
107729,,Paliperidone Clonmel,Intravenous Use,Clonmel Healthcare Ltd.
107730,,Paliperidone Eg,Intramuscular Use,Eg S.P.A.
107731,,Paliperidone Eg,Intravenous Use,Eurogenerics N.V./S.A.
107732,,Paliperidone Eg,Intravenous Use,Eg Labo Laboratoires Eurogenerics
107733,,Paliperidone Eg,Intravenous Use,Eg S.P.A.
107734,,Paliperidone Eg,Intravenous Use,Eurogenerics N.V./S.A.
107735,,Paliperidone Eg 100 Mg,Intravenous Use,Eg Labo Laboratoires Eurogenerics
107736,,Paliperidone Eg 150 Mg,Intravenous Use,Eg Labo Laboratoires Eurogenerics
107737,,"Paliperidone Eg 150 Mg Et Paliperidone Eg 100 Mg,",Intravenous Use,Eg Labo Laboratoires Eurogenerics
107738,,Paliperidone Eg 75 Mg,Intravenous Use,Eg Labo Laboratoires Eurogenerics
107739,,Paliperidone Eg E,Intravenous Use,Eurogenerics N.V./S.A.
107740,,Paliperidone Exeltis,Intramuscular Use,Exeltis Healthcare S.L
107741,,Paliperidone Exeltis,Intramuscular Use,Exeltis Healthcare S.L
107742,,Paliperidone Krka,Oral Use,"Krka, D.D., Novo Mesto"
107743,,Paliperidone Krka,Oral Use,"Krka, D.D., Novo Mesto"
107744,,Paliperidone Liconsa,Intramuscular Use,"Laboratorios Liconsa, S.A."
107745,,Paliperidone Mylan,Intravenous Use,Generics [uk] Limited
107746,,Paliperidone Neuraxpharm Uk,Intramuscular Use,Neuraxpharm Uk Limited
107747,,Paliperidone Palmitate Stada,Intravenous Use,Stada Arzneimittel Ag
107748,,Paliperidone Palmitate Stada,Intravenous Use,Stada Arzneimittel Ag
107749,,Paliperidone Ratiopharm,Intramuscular Use,Ratiopharm Gmbh
107750,,Paliperidone Sandoz,Intramuscular Use,1a Farma A/S
107751,,Paliperidone Sandoz,Intramuscular Use,Sandoz Pharmaceuticals D.D.
107752,,Paliperidone Sandoz,Intramuscular Use,1a Farma A/S
107753,,Paliperidone Sandoz,Intramuscular Use,Sandoz
107754,,Paliperidone Sandoz,Intramuscular Use,Sandoz Pharmaceuticals D.D.
107755,,Paliperidone Sandoz,Intramuscular Use,1a Farma A/S
107756,,Paliperidone Sandoz,Intramuscular Use,Sandoz Pharmaceuticals D.D.
107757,,Paliperidone Sandoz,Intramuscular Use,Sandoz Pharmaceuticals D.D.
107758,,Paliperidone Sandoz,Intramuscular Use,1a Farma A/S
107759,,Paliperidone Sandoz,Intramuscular Use,1a Farma A/S
107760,,Paliperidone Stada,Intramuscular Use,Stada Arzneimittel Ag
107761,,Paliperidone Stada,Intramuscular Use,Stada Arzneimittel Ag
107762,,Paliperidone Stada,Intravenous Use,Stada Arzneimittel Ag
107763,,Paliperidone Stada,Intravenous Use,Stada Arzneimittel Ag
107764,,Paliperidone Stada,Intravenous Use,Stada Arzneimittel Ag
107765,,Paliperidone Stada,Intravenous Use,Stada Arzneimittel Ag
107766,,Paliperidone Stada,Intravenous Use,Stada Arzneimittel Ag
107767,,Paliperidone Teva,Intramuscular Use,Norton Waterford T/A Ivax Pharmaceuticals Ireland
107768,,Paliperidone Teva,Oral Use,Teva B.V
107769,,Paliperidone Teva,Oral Use,Teva B.V
107770,,Paliperidone Teva,Oral Use,Teva B.V
107771,,Paliperidone Teva,Intramuscular Use,Teva Pharma Belgium N.V./S.A
107772,,Paliperidone Teva,Intramuscular Use,Teva Gmbh
107773,,Paliperidone Teva,Intramuscular Use,Teva B.V
107774,,Paliperidone Teva,Intramuscular Use,Norton Waterford T/A Ivax Pharmaceuticals Ireland
107775,,Paliperidone Teva,Intramuscular Use,Teva Gmbh
107776,,Paliperidone Teva,Intramuscular Use,Teva Gmbh
107777,,Paliperidone Teva,Intramuscular Use,Teva Pharmaceuticals Polska Sp. Z O.O.
107778,,Paliperidone Teva,Intramuscular Use,Teva Uk Limited
107779,,Paliperidone Teva Italia,Intramuscular Use,Teva Italia S.R.L.
107780,,Paliperidone Teva Pharma,Intramuscular Use,Teva Pharma B.V.
107781,,Paliperidone Teva Pharma,Intramuscular Use,Teva Pharma B.V.
107782,,Paliperidone Vale,Intramuscular Use,Viatris Limited
107783,,Paliperidone Vale,"Intramuscular Use ,Intravenous Use",Viatris Limited
107784,,Paliperidone Vale,Intravenous Use,Vale Pharmaceuticals Limited
107785,,Paliperidone Vale,Intravenous Use,Viatris Limited
107786,,Paliperidone Viatris,Intramuscular Use,Viatris Limited
107787,,Paliperidone Viatris,Intravenous Use,Viatris Sante
107788,,Paliperidone Viatris,Intravenous Use,Viatris Limited
107789,,Paliperidone Viatris,Intravenous Use,Viatris Gx
107790,,Paliperidone Viatris,Intravenous Use,Viatris Gx
107791,,Paliperidone Viatris,Intravenous Use,Viatris Limited
107792,,Paliperidone Viatris,Intravenous Use,Viatris Gx
107793,,Paliperidone Viatris,Intravenous Use,Viatris Gx
107794,,Paliperidone Viatris,Intravenous Use,Viatris Limited
107795,,Paliperidone Viatris Pharma,Intramuscular Use,Mylan S.P.A.
107796,,Paliperidone Viatris Pharma,Intravenous Use,Viatris Limited
107797,,Paliperidone Viatris Sante,Intravenous Use,Viatris Sante
107798,,Paliperidone Zentiva,Intramuscular Use,Zentiva France
107799,,Paliperidone Zentiva,Intramuscular Use,"Zentiva, K.S."
107800,,Paliperidone Zentiva,Intramuscular Use,Zentiva Italia S.R.L.
107801,,Paliperidone Zentiva,Intramuscular Use,Zentiva Pharma Uk Limited
107802,,Palixid,Oral Use,Gedeon Richter Plc.
107803,,Palladon,"Intravenous Use ,Oral Use ,Subcutaneous Use",Mundipharma Pharmaceuticals Bv
107804,,Palladon,"Intravenous Use ,Subcutaneous Use",Mundipharma A/S
107805,,Palladon,"Intravenous Use ,Subcutaneous Use",Mundipharma Oy
107806,,Palladon,"Intravenous Use ,Subcutaneous Use",Mundipharma Gmbh
107807,,Palladon,"Intravenous Use ,Subcutaneous Use",Mundipharma Pharmaceuticals Bv
107808,,Palladon,"Intravenous Use ,Subcutaneous Use",Mundipharma As
107809,,Palladon,"Intravenous Use ,Subcutaneous Use",Mundipharma Ab
107810,,Palladon,Oral Use,Mundipharma Oy
107811,,Palladon,Oral Use,Mundipharma Gmbh
107812,,Palladon,Oral Use,Mundipharma Pharmaceuticals Bv
107813,,Palladon Injectie,"Intravenous Use ,Subcutaneous Use",Mundipharma Pharmaceuticals Bv
107814,,Palladon Retard,Oral Use,Mundipharma Gmbh
