substance_id	substance_name	allergic_patient_count	medication_count
7983	Gelsemium Sempervirens Dil. D4, Gentiana Lutea Dil. D 3, Veratrum Album Dil. D 4, Acidum L(+)-Lacticum Dil. D15, Ferrum Phosphoricum Dil. D12, Influencinum Nosode Dil. D30, Luffa Operculata Dil. D12, Aconitum Napellus Dil. D4	0	1
7984	Gelsemium Sempervirens Dil. D4, Veratrum Album Dil. D 4, Acidum L(+)-Lacticum Dil. D15, Influencinum Nosode Dil. D30, Luffa Operculata Dil. D12, Gentiana Lutea Ø, Aconitum Napellus Dil. D4, Ferrum Phosphoricum Dil. D8	0	1
7986	Simeticone, Phloroglucinol Dihydrate	0	1
7987	Metformin	0	1
7992	Methylergometrine	0	1
7997	Methylene-Bis(Methyloxazolidine)	0	1
7998	Methylmethacrylate	0	1
7999	Metoclopramide Hydrochloride Ph. Eur.	0	1
8000	Hydrochlorothiazide, Metoprolol Tartrate Ph. Eur.	0	1
8003	Metoprolol Tartrate, Hydrochlorothiazide	0	1
8005	Metronidazole, Glucose Monohydrate	0	1
8006	Metronidazole Bp	0	1
8011	Hypericum Perforatum Dil. D1, Kalium Bromatum Dil. D2, Valeriana Officinalis Ø, Avena Sativa Mother Tincture, Humulus Lupulus Ø, Matricaria Recutita Mother Tincture	0	1
8015	Magnesium Citrate Dibasic, Magnesium Oxide	0	1
8017	Iodine (123i) Iobenguane, Iobenguane Sulfate I-123	0	1
8027	Sorbitol, Liquid (Crystallising), Sodium Citrate, Sodium Lauryl Sulfoacetate 70%	0	1
8042	Lavender Oil, Rosemary Oil, Arnicae Flos / Betulae Folium / Calendula Herba (3:4:1), Oil Extract (Der 1,2:10), Caraway Oil	0	1
8043	Acidum L(+)-Lacticum Dil. D2	0	1
8044	Acidum L(+)-Lacticum Dil. D 6, Acidum L(+)-Lacticum Dil. D12, Acidum L(+)-Lacticum Dil. D30, Acidum L(+)-Lacticum Dil. D200	0	1
8045	Hypericum Perforatum L. Dry Methanolic Extract (80% V/V)	0	1
8053	Conyza Canadensis D1, Achillea Millefolium Mother Tincture, Juniperus Sabina D3	0	1
8061	Pilocarpine Nitrate	0	1
8064	Chloramphenicol Ph. Eur.	0	1
8065	Pilocarpine nitrate Ph. Eur.	0	1
8071	Cyclobenzaprine	0	1
8077	Pramipexole Dihydrochloride	0	1
8079	Colecalciferol, Cod-Liver Oil (Type A), Dragosantol, Zinc Oxide, Retinol	0	1
8080	Dry Extract Of Melissa Leaf (4-6:1), Extraction Agent: Methanol 30% (V/V), Valerian Root Dry Extract (3-6:1), Ethanol 70 %(V/V), Dry Extract Of Passion Flower (5-7: 1), Extraction Solvent: Ethanol 50% (V/V)	0	1
8081	Betacarotene, D Alpha Tocoferil Acetate, Dry Hydroalcoholic Extract Of Vaccinium Myrtillus	0	1
8082	Dry Hydroalcoholic Extract Of Vaccinium Myrtillus	0	1
8087	Dermatan Sulphate Sodium Salt	0	1
8090	Mitoxantrone Hydrochloride Ph. Eur.	0	1
8095	Mizolastine	0	1
8098	Heparinoid, Salicylic Acid, Suprarenal Extract	0	1
8101	Mucopolysaccharides, Salicylic Acid	0	1
8102	Flufenamic Acid	0	1
8104	Flufenamic Acid, Hydroxyethyl Salicylate, Glycosaminoglycan Polysulfate	0	1
8105	Flufenamic Acid, Mucopolysaccharide Polysulfuric Acid Ester	0	1
8106	Arnica Montana Dil. D4, Harpagophytum Procumbens Dil. D3, Bryonia Dil. D2, Calcium Phosphoricum Dil. D6, Acidum Silicicum Dil. D6	0	1
8107	Trifluoperazine Hydrochloride	0	1
8111	Amiloride Hydrochloride, Timolol Maleate, Hydrochlorothiazide	0	1
8117	Mometasone Furoate, Olopatadine	0	1
8118	Natrium Sulfuricum D2, Gratiola Officinalis 3b D4, Momordica Balsamina D3, Carbo Vegetabilis D9	0	1
8119	Carbo Vegetabilis Dil. D 10, Lycopodium Clavatum Dil D 6, Veratrum Album Dil. D 4, Mercurius Solubilis Hahnemanni Dil D8, Argentum Nitricum Dil. D12, Iodum D8, Mandragora E Radice Siccata D8, Podophyllum Peltatum D6, Momordica Balsamina D6	0	1
8124	Ethanolamine	0	1
8125	Clenbuterol Hydrochloride	0	1
8128	Bitter-Orange Epicarp And Mesocarp, Caraway Fruit, Gentian Root, Lupuli Flos, Taraxaci Radix, Essential Oil Of Peppermint, Cinnamomi Cortex	0	1
8134	Musk	0	1
8136	Chlorhexidine Gluconate, Lidocaine	0	1
8137	Rts,s [portion Of P. Falciparum Circumsporozoite Protein Fused With Hepatitis B Surface Antigen (Rts), And Combined With Hepatitis B Surface Antigen (S)], Stimulon, 3-O-Desacyl-4'-Monophosphoryl Lipid A	0	1
8140	Cetylpyridinium Chloride, Lidocaine	0	1
8143	Ascorbic Acid, Sodium Ascorbate, Potassium Chloride, Sodium Chloride, Sodium Sulfate Anhydrous, Macrogol 3350	0	1
8147	Aluminium Oxide, Hydrated, Guar, Aluminium Phosphate, Magnesium Hydroxide	0	1
8152	Hydrargyrum Sulfuratum Rubrum D8, Thuja Occidentalis D6, Allium Cepa D6, Ammonium Chloratum D3, Kalium Bichromicum D4, Natrium Chloratum D8	0	1
8153	Matricariae Aetheroleum, Allantoin, Soft Extract Of Matricaria Flower, Calendula Flower, Tussilago Farfara Leaf, Oak Bark, Sage Leaf, Thyme, Extraction Solvents: Methanol 90% (V/V) And Water, Essential Oil Of Peppermint	0	1
8157	Mucor Racemosus E Volumine Cellulae (Lyophil., Steril.) D4	0	1
8160	Anise Oil, Liquid Extract From Thyme (Der 1:2-2,5), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)	0	1
8162	Carbocisteine Sodium	0	1
8163	Mucor Mucedo E Volumine Cellulae (Lyophil., Steril.) D4	0	1
8164	Mucor Mucedo E Volumine Cellulae (Lyophil., Steril.) D5	0	1
8166	Lachesis Mutus D 10, Kreosotum D12, Atropa Bella-Donna D10, Ceanothus Americanus D4, Argentum Nitricum D6, Hydrastis Canadensis D6, Mandragora E Radice Siccata D10, Marsdenia Cundurango D6, Mucosa Coli Suis D8, Mucosa Ductus Choledochi Suis D8, Mucosa Duo	0	1
8167	Sulfur Dil. D 8, Veratrum Album Dil. D 4, Phosphorus Dil. D8, Kalium Bichromicum Dil. D8, Atropa Bella-Donna D10, Ceanothus Americanus D4, Colibacillinum Nosode D28, Kreosotum D10, Mandragora E Radice Siccata D10, Marsdenia Cundurango D6, Mucosa Coli Suis	0	1
8168	Mucosa Nasalis Suis D10, Mucosa Nasalis Suis D200, Mucosa Nasalis Suis D30	0	1
8169	N,s-Diacetyl Methyl Cysteinate	0	1
8172	Gelsemium Sempervirens Dil. D4, Ambra Grisea Dil. D 4, Sepia Officinalis Dil. D 8, Calcium Carbonicum Hahnemanni D8, Cimicifuga Racemosa D4, Kalium Carbonicum D4, Vitex Agnus Castus D3, Hypericum Perforatum D3	0	1
8173	Lexidronam, Samarium Chloride Sm-153	0	1
8181	Dexpanthenol, Nicotinamide, Pyridoxine, Riboflavin, Thiamine	0	1
8182	Diphenhydramine Hydrochloride, Dexamethasone	0	1
8183	Phosphorus Dil. D5, Nitroglycerinum Dil. D6, Barium Chloratum Dil. D4, Arnica Dil. D3, Conium Dil. D5	0	1
8184	Barium Chloratum D5, Arnica Montana D3, Phosphorus D5, Nitroglycerinum D6	0	1
8185	Arnica Montana D6, Calendula Officinalis D4, Thuja Occidentalis D6, Guajacum D4, Hydrargyrum Bichloratum D 12	0	1
8187	Antimonit Dil. D7, Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), Atropa Belladonna Ex Herba Ferm 33a Dil. D13 (Hab, Vs. 33a), Echinacea Pallida E Planta Tota Ferm 33c Dil. D2 (Hab, Vs. 33c), Quarz Dil. D20 Aquos., Rosae Aetheroleum	0	1
8188	Fotemustine	0	1
8192	Musculus Suis D12, Musculus Suis D8, Musculus Suis D200, Musculus Suis D30	0	1
8215	Myrrh Tincture	0	1
8220	Dimethyl-4-Toluidine	0	1
8221	Calendula Officinalis D2, Hamamelis Virginiana Mother Tincture, Matricaria Recutita Mother Tincture	0	1
8222	Sodium Isospaglumate	0	1
8226	Dry Extract From Valerian Root (4-6:1), Extraction Solvent: Water	0	1
8231	Extract From Calendula Flower, Extraction Solvents: Ethanol And Paraffin, White Soft	0	1
8233	Bitter-Orange Epicarp And Mesocarp, Menyanthidis Trifoliatae Folium, Clove, Gentian Root, Matricariae Flos, Menthae Piperitae Folium, Rosemary Leaf, Anisi Stellati Fructus, Carlinae Radix, Verbascum Flower, Cimicifugae Rhizoma, Agrimoniae Herba, Centaurii	0	1
8246	Naltrexone	0	1
8247	Mexiletine	0	1
8249	Nanocolloidal Human Albumin	0	1
8250	Naphazoline Hydrochloride, Pheniramine Maleate	0	1
8251	3-Hydroxy-2-Naphthanilide	0	1
8261	Lachesis Mutus Dil. D8, Ferrum Phosphoricum Dil. D 10, Calendula Officinalis Mother Tincture, Acidum Silicicum Dil. D8	0	1
8273	Ammonium Carbonicum Dil. D 3, Hydrargyrum Sulfuratum Rubrum Dil. D8, Kalium Bichromicum D5, Lemna Minor D3, Arum Maculatum D4, Hydrargyrum Biiodatum D8, Lobaria Pulmonaria D4, Phosphorus Dil. D6, Hydrastis Canadensis Dil. D4	0	1
8274	Oxymetazoline	0	1
8281	Natrium Pyruvicum D30, Natrium Pyruvicum D200, Natrium Pyruvicum D10	0	1
8283	Sodium Chloride, Glucose Monohydrate Ph. Eur.	0	1
8284	Sodium Metabisulfite	0	1
8285	Natrium Chloratum Dil. D200, Natrium Chloratum Dil. D30, Natrium Carbonicum Dil. D10, Natrium Carbonicum Dil. D30, Natrium Carbonicum Dil. D200, Natrium Chloratum Dil. D10, Natrium Chloratum Dil. D1000, Natrium Nitricum Dil. D10, Natrium Nitricum Dil. D30	0	1
8289	Sodium Aurotiosulfate	0	1
8290	Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Pyridoxine, Riboflavin, Thiamine, D-Pantothenic Acid, Retinol, Dl-Alpha-Tocopherol	0	1
8291	Retinol Palmitate, Ascorbic Acid, Colecalciferol, Cyanocobalamin, Dexpanthenol, Folic Acid, Nicotinamide, Riboflavin, Pyridoxine Hydrochloride, D-Biotin, Dl-Alpha-Tocopherol, Cocarboxylase Tetrahydrate	0	1
8292	Sucrose	0	1
8293	Sucrose, Honey	0	1
8295	Procarbazine	0	1
8297	Dry Extract Of Urticae Folium (5-10:1), Extracting Agent: Ethanol 50% (V/V)	0	1
8298	Dry Extract Of Urticae Radix (6-11:1), Extracting Agent: Methanol 20% (V/V)	0	1
8299	Dry Extract From Harpagophyti Radix (Der Genuine 3.5-5:1), Extraction Solvent: Ethanol 60%	0	1
8300	Pressed Juice From Fresh Marrubium Herb (1 : 0.70 – 0.90)	0	1
8301	Pressed Juice From Fresh Artichoke Flower Buds (1 : 0.60 - 0.90) (Hydrolysed)	0	1
8302	Pressed Juice From Fresh Valerianae Radix (1 : 0.60 - 0.85)	0	1
8303	Pressed Juice From Fresh Birch Leaves (1 : 2.05 – 2.40)	0	1
8304	Pressed Juice From Fresh Stinging Nettle Herb (1 : 0.55 – 0.82)	0	1
8305	Pressed Juice From Fresh Oat Herb (1 : 0.64 – 0.80)	0	1
8306	Pressed Juice From Fresh Flowering St. John's Wort Herb (1 : 0.50 – 0.90)	0	1
8307	Pressed Juice From Fresh Dandelion Herb And Root (1 : 0.60 – 0.80)	0	1
8308	Pressed Juice From Fresh Lemon Balm Herb (1: 0.68 – 0.90)	0	1
8309	Pressed Juice From Fresh Mistletoe Herb (1 : 1.60 – 2.20)	0	1
8310	Pressed Juice From Fresh Passion Flower Herb (1 : 0.7 - 0.9)	0	1
8311	Pressed Juice From Fresh Rosemary Herb (1 : 1.8 – 2.2)	0	1
8312	Pressed Juice From Fresh Sage Herb (1 : 0.55 – 0.85)	0	1
8313	Pressed Juice From Fresh Millefolii Herba (1 : 0.65 - 0.85)	0	1
8314	Pressed Juice From Fresh Radish (1 : 0,56 - 0,70)	0	1
8315	Pressed Juice From Fresh Flowering Echinacea Purpurea Herb (1:0.65-0.85)	0	1
8316	Pressed Juice From Fresh Ribwort Plantain Herb (1 : 0.60 - 0.90)	0	1
8317	Pressed Juice From Fresh Thyme Herb (1 : 1.5 - 2.4)	0	1
8318	Pressed Juice From Fresh Hawthorn Leaves And Flowers (1 : 0.63 - 0.90)	0	1
8319	Pressed Juice From Fresh Wormwood Herb (1 : 0.50 - 0.90)	0	1
8320	Pressed Juice From Fresh Equisetum Herb (1 : 1.6 – 2.0)	0	1
8321	Pressed Juice From Fresh Potato Tubers (1 : 0.45 – 0.70)	0	1
8322	Doxylamine Hydrogen Succinate, Dicycloverine, Pyridoxine Hydrochloride	0	1
8327	Ivy Leaf	0	1
8330	Neomycin Sulfate, Fluocinolone Acetonide, Lidocaine Hydrochloride	0	1
8335	N. Meningitidis Group C (Strain C11) Polysaccharide (De-O-Acetylated) Conjugated To Tetanus Toxoid, Algeldrate	0	1
8337	Tetanus Toxoid, N. Meningitidis Group C (Strain C11) Polysaccharide (De-O-Acetylated)	0	1
8350	Pheniramine Maleate, Phenylephrine Hydrochloride, Ascorbic Acid, Paracetamol	0	1
8352	Hippocastani Corticis Extractum Siccum: Der: 40-90:1, Ekstrahent: Metanol 90 %, Lidocaine Hydrochloride	0	1
8367	Hydrocortisone Acetate, Neomycin Sulfate	0	1
8368	Cyanocobalamin, L-Arginine L-2 Pyrrolidone-5-Carboxylate	0	1
8369	Euphrasia Ø, Lobelia Inflata Dil. D1, Drosera Mother Tincture, Grindelia Robusta Mother Tincture	0	1
8370	Benzensulfonchloramide Sodium	0	1
8371	Carbimazole Ph. Eur.	0	1
8372	Chloroxylenol, Propylene Glycol, Eosine	0	1
8373	Neomycin Sulphate Ph. Eur.	0	1
8374	Passiflora Incarnata L. Herba, Valerianae Extractum Siccum	0	1
8381	Neostigmine Bromide	0	1
8386	Equisetum Arvense Dil. D2 (Hab 34), Solidago Virgaurea Dil. D1, Apocynum Cannabinum D4	0	1
8387	Valine, Acetylcysteine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Acetic Acid, Glacial, Glycine, Tryptophan, Lysine Acetate, L-Malic Acid	0	1
8388	Acetylcysteine, Glycine, L-Lysine Monoacetate, L-Tryptophan, Glycyl-Tyrosine, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Phenylalanine, L-Alanine	0	1
8389	Acetylcysteine, Glycine, L-Lysine Monoacetate, L-Tryptophan, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonine, L-Tyrosine, L-Valine, L-Phenylalanine, N-Glycyl L-Tyrosine 2h2o, L-Alanine	0	1
8393	Causticum Hahnemanni D10, Causticum Hahnemanni D200, Causticum Hahnemanni D30, Citrullus Colocynthis D10, Citrullus Colocynthis D30, Colchicum Autumnale D10, Colchicum Autumnale D200, Ferrum Metallicum D10, Ferrum Metallicum D30, Filipendula Ulmaria D10,	0	1
8394	Gnaphalium Polycephalum (Hab 34) D10, Gnaphalium Polycephalum (Hab 34) D30, Gnaphalium Polycephalum (Hab 34) D6, Citrullus Colocynthis Dil. D10, Ferrum Metallicum Dil. D10, Ferrum Metallicum Dil. D30, Filipendula Ulmaria Dil. D10, Filipendula Ulmaria Dil.	0	1
8395	Neridronate Sodium	0	1
8398	Lupuli Flos Dry Alcoholic Extract, Valerian Root Te With Ethanol/Ethanol Water, Trockenextrakt Aus Passionsblumenkraut 5-7:1, Auszugsmittel Ethanol 60 % (V/V)	0	1
8399	Crataegus D4, Passiflora Incarnata D4, Lycopus Virginicus D3, Asa Foetida D6	0	1
8400	Distillate From Lavender Flower, Lemongrass Herb, Valerian Root And Melissa Leaf (1,25 : 1,25 : 1 : 1), Distillation Agent: Ethanol 26 % (V/V)	0	1
8401	Dry Extract Of Valerian Root (3-6:1), Extraction Solvent: Ethanol 62% (M/M), Dry Extract Of Melissa Leaf (4-6:1), Extraction Agent: Methanol 30% (V/V)	0	1
8403	Zincum Valerianicum D4, Ignatia Amara D 4, Kalium Bromatum D4, Acidum Phosphoricum D4, Sepia Officinalis D4	0	1
8404	Strychnos Ignatii Trit. D 4, Acidum Phosphoricum D4, Kalium Bromatum Trit. D4, Sepia Officinalis D4, Zincum Isovalerianicum Trit. D4	0	1
8405	Ambra Grisea Dil. D 3, Valeriana Ø, Cimicifuga Racemosa Ø, Semecarpus Anacardium Dil. D3, Avena Sativa Mother Tincture, Passiflora Incarnata Mother Tincture	0	1
8409	Acidum Phosphoricum Dil. D 1, Anamirta Cocculus Trit. D 3, Hypericum Perforatum Trit. D 1, Avena Sativa Mother Tincture, Passiflora Incarnata Mother Tincture	0	1
8410	Menthae Piperitae Folium, Achillea Millefolium L. Herba, Valeriana Officinalis L. Radix, Matricaria Recutita L. Flos, Melissa Officinalis L. Folium	0	1
8411	Asa Foetida D4, Valeriana Officinalis D4, Convallaria Majalis D6, Lycopus Virginicus D4	0	1
8418	Nervus Trigeminus Bovis Gl Dil. D5 (Hab, Vs. 41a)	0	1
8419	Nettle Pollen	0	1
8422	Dexamethasone Sodium Phosphate, Netilmicin Sulfate	0	1
8424	Netilmicin Sulfate	0	1
8428	Cyanocobalamin, Pyridoxine Hydrochloride, Benzoyl Oxymethyl Thiamine	0	1
8430	Colocynthis Dil. D6, Aconitum Dil. D4, Cedron Dil. D4, Kalmia Latifolia Dil. D3, Verbascum Densiflorum Dil. D2	0	1
8431	Mezereum Dil. D8, Gnaphalium Polycephalum Dil. D3, Ranunculus Bulbosus Dil. D8, Asclepias Tuberosa Dil. D3, Gelsemium Dil. D8	0	1
8432	Aconitum Dil. D6, Chamomilla Dil. D2, Kalmia Latifolia Dil. D3	0	1
8433	Gelsemium Sempervirens Dil. D4, Simarouba Cedron Dil. D6, Verbascum Densiflorum Dil. D3	0	1
8435	Colocynthis D10, Causticum D10, Causticum D200, Causticum D30, Gnaphalium Polycephalum D30, Gnaphalium Polycephalum D6, Gnaphalium Polycephalum D10, Citrullus Colocynthis D30, Colchicum Autumnale D10, Colchicum Autumnale D200, Ferrum Metallicum D10, Ferru	0	1
8436	Dry Extract Of Passion Flower Herb (6-7:1), Dry Extract Of St. John's Wort (4,6-6,5:1), Extraction Solvent: Ethanol 38% M/M, Dry Extract Of Valerian Root (3.8-5.6:1), Extraction Solvent: Ethanol 40% M/M	0	1
8437	Dry Extract Of St. John's Wort (4,6-6,5:1), Extraction Solvent: Ethanol 38% M/M, Dry Extract Of Valerian Root (3.8-5.6:1), Extraction Solvent: Ethanol 40% M/M, Dry Extract Of Passion Flower (6,25-7,1:1), Extraction Solvent: Ethanol 60% M/M	0	1
8438	Coffea Cruda D 12, Avena Sativa D2, Passiflora Incarnata D2, Zincum Isovalerianicum D4	0	1
8439	Zincum Isovalerianicum D4, Coffea Arabica D12, Passiflora Incarnata Dil. D2, Avena Sativa Dil. D2	0	1
8440	Zincum Isovalerianicum Dil. D4, Coffea Arabica Dil. D12, Passiflora Incarnata Dil. D2, Avena Sativa Dil. D2	0	1
8443	Cyanocobalamin, Pyridoxine Hydrochloride, Thiamine Hydrochloride Ph. Eur.	0	1
8444	Hydrocortisone Butyrate Propionate	0	1
8454	Ethanol, Gelsemium Dil. D4, Pulsatilla Pratensis Dil. D4, Passiflora Incarnata Dil. D2, Lycopus Virginicus Dil. D2	0	1
8466	Nicotinamide Ph. Eur.	0	1
8467	Acetyl L-Carnitine	0	1
8468	Acetylcarnitine Hydrochloride	0	1
8469	Nickel Sulfate Hexahydrate	0	1
8472	Aurum Metallicum Dil. D9, Lobelia Inflata Dil. D6, Nicotiana Tabacum D5, Strychnos Nux-Vomica D9, Passiflora Incarnata D5, Vitex Agnus-Castus D5	0	1
8503	Dry Extract Of Passionflower Herb (2:1), Extraction Solvent: Ethanol 60% V/V	0	1
8504	Oxaprozin	0	1
8505	Psychotria Ipecacuanha D3, Eupatorium Perfoliatum D3, Phosphorus D5, Bryonia D3, Aconitum Napellus D3, Eucalyptus Globulus D3, Gelsemium Sempervirens D3	0	1
8506	Psychotria Ipecacuanha D3, Eupatorium Perfoliatum D3, Phosphorus D6, Bryonia D3, Aconitum Napellus D3, Eucalyptus Globulus D3, Gelsemium Sempervirens D3	0	1
8507	Phosphorus Dil. D5, Aconitum Dil. D3, Ipecacuanha Dil. D3, Eupatorium Perfoliatum Dil. D1, Bryonia Dil. D2, Gelsemium Dil. D3	0	1
8511	Pure Nitroglycerin	0	1
8514	Nitrofurantoin Anhydrous	0	1
8516	Ascorbic Acid, Nitrofurantoin	0	1
8520	Amitriptyline Hydrochloride, Medazepam	0	1
8528	Nortriptyline	0	1
8531	Nortriptyline Hydrochloride	0	1
8536	Rhamnus Frangula Cortex, Karaya Gum	0	1
8558	Chlorphenamine Maleate, Naphazoline Hydrochloride	0	1
8561	Penicillium Chrysogenum E Volumine Cellulae (Lyophil., Steril.) D4	0	1
8563	Diethylcarbamazine Citrate	0	1
8564	Avena Sativa D1, Chamomilla Recutita D12, Phosphorus D12, Coffea Arabica D12, Zincum Valerianicum D12	0	1
8565	Aluminium, Magnesium	0	1
8566	Dexpanthenol, Retinol	0	1
8567	Benzyl Benzoate, Dimenthyl Phthalate	0	1
8568	Liquid Extract From Mullein Flower (0.5-1:1), Extraction Solvent: Ethanol 40% (V/V)	0	1
8572	Dermatophagoides Pteronyssinus, Dermatophagoides Farinae, Aluminium Hydroxide	0	1
8575	Dermatophagoides Farinae, Aluminium Hydroxide	0	1
8576	Dermatophagoides Pteronyssinus, Aluminium Hydroxide	0	1
8577	Guaifenesin, Dry Extract From St. John's Wort, Passion Flower, Valerian Root, Hawthorn Leaf And Flower, Hop Strobile, Lemon Balm Top And Elder Flower	0	1
8578	Guaifenesin, Passiflora Extract	0	1
8580	Gentamicin, Fluocinonide	0	1
8584	Panax Ginseng D1, Hyoscyamus Niger D30, Ambra Grisea D3, Barium Carbonicum D6, Zincum Metallicum D12, Helleborus Niger D4, Barium Iodatum D4	0	1
8585	Iris Versicolor D6, Cimicifuga Racemosa D6, Psychotria Ipecacuanha D4, Secale Cornutum D4, Strychnos Ignatii D4	0	1
8586	Iris Versicolor D6, Psychotria Ipecacuanha D4, Secale Cornutum D4, Strychnos Ignatii D4, Strychnos Nux-Vomica D12	0	1
8587	Ambra Grisea D3, Lycopodium Clavatum D6, Strychnos Nux-Vomica D12, Sulfur D12, Aurum Metallicum D12	0	1
8588	Ambra Grisea D3, Argentum Nitricum D12, Strophanthus Gratus D4, Gelsemium Sempervirens D30, Coffea Arabica D12	0	1
8589	Crataegus D3, Selenicereus Grandiflorus D3, Veratrum Album D3	0	1
8590	Auri Solutio Colloidalis D4, Camphora D2, Crataegus D1, Selenicereus Grandiflorus D2, Strophanthus Gratus D4, Valeriana Officinalis D1	0	1
8591	Ambra Grisea Dil. D 3, Strophanthus Gratus D4	0	1
8592	Sepia D6, Ambra Grisea D3, Cimicifuga Racemosa D3, Pulsatilla Pratensis D3	0	1
8593	Kalium Iodatum Dil. D 3, Juglans Regia D2, Berberis Vulgaris D3	0	1
8594	Rhus Toxicodendron D4, Aesculus Hippocastanum D3, Symphytum Officinale D8, Hypericum Perforatum D3, Ruta Graveolens D2	0	1
8595	Hydrargyrum Biiodatum D4, Phosphorus D6, Bryonia D3, Eupatorium Perfoliatum D2, Lachesis D 12, Gelsemium Sempervirens D3, Aconitum Napellus D6	0	1
8596	Hydrargyrum Biiodatum D4, Apis Mellifica D4, Atropa Bella-Donna D4, Causticum Hahnemanni D6	0	1
8597	Calcium Phosphoricum D12, Cinchona Pubescens D4, Ferrum Phosphoricum D12	0	1
8598	Selenium D6, Digitalis Purpurea Dil. D4, Chimaphila Umbellata D1, Serenoa Repens D1	0	1
8599	Drosera Rotundifolia D4, Ammonium Bromatum D3, Phosphorus D5, Psychotria Ipecacuanha D2, Rumex Crispus D4	0	1
8600	Ledum Palustre D2, Arnica Montana D3, Ruta Graveolens D3, Hypericum Perforatum D3, Calendula Officinalis D1	0	1
8601	Hydrastis Canadensis, Hydrargyrum Biiodatum D3, Acidum Silicicum D12, Calcium Fluoratum D12, Hepar Sulfuris D10, Kalium Bichromicum D4	0	1
8602	Acidum Hydrofluoricum Dil. D 15, Natrium Phosphoricum D6, Acidum Silicicum D12, Lycopodium Clavatum D6, Sulfur D13, Thuja Occidentalis D6, Hedera Helix Dil. D6, Natrium Sulfuricum D6, Magnesium Phosphoricum D12, Calcium Carbonicum Hahnemanni D15	0	1
8603	Silicea D12, Prunus Laurocerasus D4, Secale Cornutum D4, Aesculus Hippocastanum D3, Calcium Fluoratum D12, Strophanthus Gratus D4	0	1
8604	Plantago Major D1, Citrullus Colocynthis D4, Verbascum Densiflorum Dil. D3, Aconitum Napellus D6, Magnesium Phosphoricum D12	0	1
8605	Berberis Vulgaris D3, Solidago Virgaurea D3	0	1
8606	Ambra Grisea D3, Avena Sativa D1, Strophanthus Gratus D4, Zincum Metallicum D30, Coffea Arabica D12	0	1
8607	Secale Cornutum D4, Veratrum Album D4, Anamirta Cocculus D4, Cinchona Pubescens D3, Conium Maculatum D4	0	1
8608	Semecarpus Anacardium Dil. D12, Acidum Phosphoricum D3, Kalium Phosphoricum D6, Strychnos Ignatii D12, Strychnos Nux-Vomica D12	0	1
8609	Ambra Grisea Dil. D 3, Acidum Phosphoricum D3, Nicotiana Tabacum D30, Strychnos Nux-Vomica D30, Magnesium Phosphoricum D12	0	1
8610	Turnera Diffusa Dil D4, Panax Ginseng D1, Acidum Phosphoricum D3, Avena Sativa D1, Cinchona Pubescens D2	0	1
8611	Petroselinum Crispum Convar. Crispum D1, Causticum Hahnemanni D6, Lytta Vesicatoria D6, Solanum Dulcamara D3	0	1
8612	Viburnum Opulus D1, Caulophyllum Thalictroides D4, Atropa Bella-Donna D3, Matricaria Recutita D2, Magnesium Phosphoricum D12	0	1
8613	Iris Versicolor D3, Acidum Arsenicosum D6, Atropinum Sulfuricum D6, Myristica Fragrans D3, Strychnos Nux-Vomica D6, Asa Foetida D3	0	1
8614	Veratrum Album D4, Acidum Arsenicosum D6, Ferrum Phosphoricum D12	0	1
8615	Iberis Amara Dil D2, Crataegus D1, Kalium Carbonicum D3, Selenicereus Grandiflorus D1, Spigelia Anthelmia D2	0	1
8616	Zincum Isovalerianicum D30, Coffea Arabica D10, Helleborus Niger D4	0	1
8617	Echinacea Angustifolia D2, Bryonia D4, Apis Mellifica D3, Colchicum Autumnale D4, Toxicodendron Quercifolium D4	0	1
8618	Ferrum Metallicum D12, Atropa Bella-Donna D6	0	1
8619	Aluminium-Kalium-Sulfuricum D4, Echinacea D1, Euphorbium D6, Gelsemium Sempervirens D6	0	1
8620	Psychotria Ipecacuanha D12, Calcium Phosphoricum D12, Cuprum Aceticum D4	0	1
8621	Equisetum Arvense, Petroselinum Crispum Convar. Crispum D1, Sepia Officinalis D6, Solanum Dulcamara D3	0	1
8622	Echinacea Angustifolia D2, Vincetoxicum D6, Hydrargyrum Biiodatum D4, Sulfur Iodatum D3	0	1
8623	Benzalkonium Chloride, Phenylephrine Hydrochloride, Thenyldiamine Hydrochloride	0	1
8626	Uridine, Cytidine 5' Monophosphate Disodium	0	1
8630	Capsicum Tincture Bpc, Benzoin Tincture Bpc 1973, Cetylpyridinium Chloride Bp	0	1
8632	Doxylamine, Pyridoxine Hydrochloride	0	1
8633	Pseudoephedrine Hydrochloride, Ibuprofen Bp	0	1
