department_id	department_name	admission_year	ken_code	ken_description	insurance_provider_id	insurance_provider_name	hospitalization_count	total_base_cost	total_extra_charge_due_to_los_excess	total_revenue
10	Γαστρεντερολογική	2025	Θ06Μ	Επεμβάσεις του θυρεοειδούς με καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	2620.00	1572.00	4192.00
10	Γαστρεντερολογική	2025	Θ06Χ	Επεμβάσεις του θυρεοειδούς χωρίς καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	1581.00	5533.50	7114.50
11	Οφθαλμολογική	2025	Θ07Α	Επεμβάσεις για την παχυσαρκία	1	ΕΟΠΥΥ	1	1276.00	2977.31	4253.31
11	Οφθαλμολογική	2025	Θ08Α	Επεμβάσεις θυρεογλωσσικές	2	ΕΦΚΑ	1	952.00	9520.00	10472.00
11	Οφθαλμολογική	2025	Θ09Μ	Λοιπές χειρουργικές επεμβάσεις για ενδοκρινολογικές, διατροφικές και μεταβολικές διαταραχές με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	4895.00	0.00	4895.00
11	Οφθαλμολογική	2025	Θ09Χα	Λοιπές χειρουργικές επεμβάσεις για ενδοκρινολογικές, διατροφικές και μεταβολικές διαταραχές χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	2080.00	0.00	2080.00
11	Οφθαλμολογική	2025	Θ09Χβ	Άλλες Ενδοκρινολογικές, θρεπτικών και μεταβολικές επεμβάσεις χωρίς σοβαρές και μετριοπαθή συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	1765.00	0.00	1765.00
11	Οφθαλμολογική	2025	Θ20Α	Ενδοσκοπικές ή διερευνητικές επεμβάσεις για μεταβολικές δυσλειτουργίες την ίδια ημέρα	1	ΕΟΠΥΥ	1	297.00	594.00	891.00
11	Οφθαλμολογική	2025	Θ20Μ	Ενδοσκοπικές ή διερευνητικές επεμβάσεις για μεταβολικές δυσλειτουργίες με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	4296.00	0.00	4296.00
11	Οφθαλμολογική	2025	Θ20Χ	Ενδοσκοπικές ή διερευνητικές επεμβάσεις για μεταβολικές δυσλειτουργίες χωρίς καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1580.00	0.00	1580.00
11	Οφθαλμολογική	2025	Θ21Α	Σοβαρές διατροφικές διαταραχές	4	Ιδιωτική Ασφάλεια Β	1	2599.00	0.00	2599.00
11	Οφθαλμολογική	2025	Θ22Μ	Διάφορες δυσλειτουργίες του μεταβολισμού με καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	1393.00	0.00	1393.00
11	Οφθαλμολογική	2025	Θ22Χ	Διάφορες δυσλειτουργίες του μεταβολισμού χωρίς καταστροφικές ή σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	482.00	1446.00	1928.00
11	Οφθαλμολογική	2025	Θ23Μ	Συγγενή ασθένειες του μεταβολισμού με συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	1074.00	1342.50	2416.50
11	Οφθαλμολογική	2025	Θ23Χ	Συγγενή ασθένειες του μεταβολισμού χωρίς συνυπάρχουσες παθήσεις - επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	405.00	1620.00	2025.00
11	Οφθαλμολογική	2025	Θ24Μ	Ενδοκρινολογικές δυσλειτουργίες με καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	1829.00	406.44	2235.44
11	Οφθαλμολογική	2025	Θ24Χ	Ενδοκρινολογικές δυσλειτουργίες χωρίς καταστροφικές η σοβαρές συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	669.00	3345.00	4014.00
11	Οφθαλμολογική	2025	Ι20Α	Αλκοολική δηλητηρίαση και σύνδρομο στέρησης	1	ΕΟΠΥΥ	1	366.00	0.00	366.00
11	Οφθαλμολογική	2025	Ι21Α	Δηλητηρίαση-τοξικότητα από χρήση ναρκωτικών και σύνδρομο στέρησης	2	ΕΦΚΑ	1	1089.00	0.00	1089.00
11	Οφθαλμολογική	2025	Ι22Μ	Δυσλειτουργία από χρήση αλκοόλ και εξάρτηση	3	Ιδιωτική Ασφάλεια Α	1	910.00	0.00	910.00
11	Οφθαλμολογική	2025	Ι22Χ	Δυσλειτουργία από χρήση αλκοόλ και εξάρτηση, της ίδιας μέρας	4	Ιδιωτική Ασφάλεια Β	1	366.00	1098.00	1464.00
11	Οφθαλμολογική	2025	Ι23Α	Δυσλειτουργία από χρήση απιοειδών και εξάρτηση	5	Ανασφάλιστος	1	576.00	0.00	576.00
12	ΩΡΛ	2025	Ι24Α	Δυσλειτουργία από χρήση άλλων ναρκωτικών και εξάρτηση	1	ΕΟΠΥΥ	1	599.00	299.50	898.50
12	ΩΡΛ	2025	Κ01Μ	Τοποθέτηση ή αντικατάσταση εμφυτεύσιμου απινιδωτή, ολικό σύστημα με καταστροφικές συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	16215.00	0.00	16215.00
12	ΩΡΛ	2025	Κ01Χ	Τοποθέτηση ή αντικατάσταση εμφυτεύσιμου απινιδωτή, ολικό σύστημα χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	12420.00	20700.00	33120.00
12	ΩΡΛ	2025	Κ02Α	Άλλες επεμβάσεις επί εμφυτεύσιμου απινιδωτή	4	Ιδιωτική Ασφάλεια Β	1	2844.00	3555.00	6399.00
12	ΩΡΛ	2025	Κ03Μ	Επεμβάσεις σε καρδιακές βαλβίδες με εξωσωματική κυκλοφορία και με επεμβατικό καρδιακό καθετηριασμό με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	15429.00	0.00	15429.00
12	ΩΡΛ	2025	Κ03Χ	Επεμβάσεις σε καρδιακές βαλβίδες με εξωσωματική κυκλοφορία και με επεμβατικό καρδιακό καθετηριασμό χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	11734.00	0.00	11734.00
12	ΩΡΛ	2025	Κ04Μ	Επεμβάσεις σε καρδιακές βαλβίδες με εξωσωματική κυκλοφορία χωρίς επεμβατικό καρδιακό καθετηριασμό και με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	13155.00	0.00	13155.00
12	ΩΡΛ	2025	Κ04Χ	Επεμβάσεις σε καρδιακές βαλβίδες με εξωσωματική κυκλοφορία χωρίς επεμβατικό καρδιακό καθετηριασμό και χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	9163.00	0.00	9163.00
12	ΩΡΛ	2025	Κ05Μ	Αορτοστεφανιαία παράκαμψη με καρδιακό καθετηριασμό με επανεπέμβαση με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	10023.00	0.00	10023.00
12	ΩΡΛ	2025	Κ05Χ	Αορτοστεφανιαία παράκαμψη με καρδιακό καθετηριασμό χωρίς επανεπέμβαση χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	7270.00	0.00	7270.00
12	ΩΡΛ	2025	Κ06Μ	Αορτοστεφανιαία παράκαμψη χωρίς καρδιακό καθετηριασμό με επανεπέμβαση ή με καταστροφικές / σοβαρές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	7182.00	0.00	7182.00
12	ΩΡΛ	2025	Κ06Χ	Αορτοστεφανιαία παράκαμψη χωρίς καρδιακό καθετηριασμό χωρίς επανεπέμβαση χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	5077.00	0.00	5077.00
12	ΩΡΛ	2025	Κ07Μα	Λοιπές κάρδιο-θώρακοχειρουργικές /αγγειοχειρουργικές επεμβάσεις με εξωσωματική κυκλοφορία με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	10554.00	0.00	10554.00
12	ΩΡΛ	2025	Κ07Μβ	Λοιπές κάρδιο-θώρακοχειρουργικές /αγγειοχειρουργικές επεμβάσεις με εξωσωματική κυκλοφορία με σοβαρές ή μετρίας βαρύτητας συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	7279.00	0.00	7279.00
12	ΩΡΛ	2025	Κ07Χ	Λοιπές κάρδιο-θώρακοχειρουργικές /αγγειοχειρουργικές επεμβάσεις με εξωσωματική κυκλοφορία χωρίς συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	5354.00	764.86	6118.86
12	ΩΡΛ	2025	Κ08Μ	Μείζονες επανορθωτικές επεμβάσεις αγγείων χωρίς εξωσωματική κυκλοφορία με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	8956.00	0.00	8956.00
12	ΩΡΛ	2025	Κ08Χ	Μείζονες επανορθωτικές επεμβάσεις αγγείων χωρίς εξωσωματική κυκλοφορία χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	5561.00	2383.29	7944.29
12	ΩΡΛ	2025	Κ09Μα	Λοιπές κάρδιοθωρακικές χειρουργικές επεμβάσεις χωρίς εξωσωματική κυκλοφορία με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	6413.00	641.30	7054.30
12	ΩΡΛ	2025	Κ09Μβ	Άλλες κάρδιο-θώρακοχειρουργικές επεμβάσεις χωρίς εξωσωματική κυκλοφορία με σοβαρής ή μέτριας βαρύτητας συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	3617.00	3616.98	7233.98
12	ΩΡΛ	2025	Κ09Χ	Άλλες κάρδιο-θώρακοχειρουργικές επεμβάσεις χωρίς εξωσωματική κυκλοφορία χωρίς συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	2386.00	0.00	2386.00
13	Νεφρολογική	2025	Κ10Μ	Επεμβατικές στεφανιαίες επεμβάσεις με ΟΕΜ (οξύ έμφραγμα μυοκαρδίου) με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	4166.00	0.00	4166.00
13	Νεφρολογική	2025	Κ10Χ	Επεμβατικές στεφανιαίες επεμβάσεις με ΟΕΜ (οξύ έμφραγμα μυοκαρδίου) χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	2724.00	0.00	2724.00
13	Νεφρολογική	2025	Κ11Μ	Ακρωτηριασμός λόγω αγγειακής ισχαιμίας, πλην άνω άκρου και δακτύλων άκρου ποδός, με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	7292.00	0.00	7292.00
13	Νεφρολογική	2025	Κ11Χ	Ακρωτηριασμός λόγω αγγειακής ισχαιμίας, πλην άνω άκρου και δακτύλων άκρου ποδός, χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	3223.00	0.00	3223.00
13	Νεφρολογική	2025	Κ12Μ	Τοποθέτηση ή αντικατάσταση βηματοδότη, ολικού συστήματος, με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	5465.00	0.00	5465.00
13	Νεφρολογική	2025	Κ12Χ	Τοποθέτηση ή αντικατάσταση βηματοδότη, ολικού συστήματος χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	3694.00	2770.50	6464.50
13	Νεφρολογική	2025	Κ13Μ	Ακρωτηριασμός άνω άκρου ή δακτύλου άκρου ποδός λόγω νοσήματος κυκλοφορικού με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	3969.00	0.00	3969.00
13	Νεφρολογική	2025	Κ13Χ	Ακρωτηριασμός άνω άκρου ή δακτύλου άκρου ποδός λόγω καρδιαγγειακού νοσήματος χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1660.00	474.28	2134.28
13	Νεφρολογική	2025	Κ14Μα	Αγγειακές επεμβάσεις, πλην μειζόνων επανορθωτικών επεμβάσεων, χωρίς εξωσωματική κυκλοφορία με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	3569.00	0.00	3569.00
13	Νεφρολογική	2025	Κ14Μβ	Αγγειακές επεμβάσεις, πλην μειζόνων επανορθωτικών επεμβάσεων, χωρίς εξωσωματική κυκλοφορία, με σοβαρού ή μετρίου βαθμού συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	1991.00	3484.25	5475.25
13	Νεφρολογική	2025	Κ14Χ	Αγγειακές επεμβάσεις, πλην μειζόνων επανορθωτικών επεμβάσεων, χωρίς εξωσωματική κυκλοφορία χωρίς συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	1277.00	6385.00	7662.00
13	Νεφρολογική	2025	Κ15Μ	Επεμβατικές στεφανιαίες επεμβάσεις χωρίς ΟΕΜ (οξύ έμφραγμα μυοκαρδίου) με τοποθέτηση ενδοπρόθεσης (stent) με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	2728.00	0.00	2728.00
13	Νεφρολογική	2025	Κ15Χ	Επεμβατικές στεφανιαίες επεμβάσεις χωρίς ΟΕΜ (οξύ έμφραγμα μυοκαρδίου) με τοποθέτηση ενδοπρόθεσης (stent) χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	2013.00	0.00	2013.00
13	Νεφρολογική	2025	Κ16Μ	Επεμβατικές στεφανιαίες επεμβάσεις χωρίς ΟΕΜ (οξύ έμφραγμα μυοκαρδίου) χωρίς τοποθέτηση ενδοπρόθεσης (stent) με συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	1531.00	0.00	1531.00
13	Νεφρολογική	2025	Κ16Χ	Επεμβατικές μέθοδοι στα στεφανιαία χωρίς ΟΕΜ (οξύ έμφραγμα μυοκαρδίου) χωρίς τοποθέτηση ενδοπρόθεσης (stent) χωρίς συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	1118.00	1118.00	2236.00
13	Νεφρολογική	2025	Κ17Μ	Τοποθέτηση ή αντικατάσταση γεννήτριας βηματοδότη με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	2892.00	0.00	2892.00
13	Νεφρολογική	2025	Κ17Χ	Τοποθέτηση ή αντικατάσταση γεννήτριας βηματοδότη χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	2617.00	13085.00	15702.00
13	Νεφρολογική	2025	Κ18Μ	Λοιπές επεμβάσεις με βηματοδότη με συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	2226.00	0.00	2226.00
13	Νεφρολογική	2025	Κ18Χ	Λοιπές επεμβάσεις με βηματοδότη χωρίς συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	1146.00	3438.00	4584.00
13	Νεφρολογική	2025	Κ19Α	Διαδερμικές ενδοαγγειακές καρδιακές επεμβάσεις	5	Ανασφάλιστος	1	3194.00	6388.02	9582.02
14	Ενδοκρινολογική	2025	Κ20Α	Απολίνωση φλέβας	1	ΕΟΠΥΥ	1	760.00	6840.00	7600.00
14	Ενδοκρινολογική	2025	Κ21Μ	Λοιπές επεμβάσεις νοσημάτων κυκλοφορικού με συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	3680.00	0.00	3680.00
14	Ενδοκρινολογική	2025	Κ21Χ	Λοιπές επεμβάσεις νοσημάτων κυκλοφορικού χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1494.00	2988.00	4482.00
14	Ενδοκρινολογική	2025	Κ22Α	Αορτικά Βαλβιδοφόρα Μοσχεύματα	4	Ιδιωτική Ασφάλεια Β	1	7753.00	0.00	7753.00
14	Ενδοκρινολογική	2025	Κ30Μ	Νοσήματα κυκλοφορικού με μηχανική υποστήριξη αναπνοής (αναπνευστήρα) με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	6295.00	0.00	6295.00
14	Ενδοκρινολογική	2025	Κ30Χ	Νοσήματα κυκλοφορικού με μηχανική υποστήριξη αναπνοής (αναπνευστήρα) χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	4470.00	0.00	4470.00
14	Ενδοκρινολογική	2025	Κ31Μ	Νοσήματα κυκλοφορικού με ΟΕΜ με διαγνωστική επεμβατική καρδιακή τεχνική με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	2038.00	0.00	2038.00
14	Ενδοκρινολογική	2025	Κ31Χ	παθήσεις-επιπλοκές του κυκλοφορικού με ΟΕΜ με διαγνωστική επεμβατική καρδιακή τεχνική χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1183.00	295.75	1478.75
14	Ενδοκρινολογική	2025	Κ32Α	παθήσεις-επιπλοκές του κυκλοφορικού χωρίς ΟΕΜ με διαγνωστική επεμβατική καρδιακή τεχνική, την ίδια ημέρα	4	Ιδιωτική Ασφάλεια Β	1	1043.00	5215.00	6258.00
14	Ενδοκρινολογική	2025	Κ32Μ	παθήσεις-επιπλοκές του κυκλοφορικού χωρίς ΟΕΜ με διαγνωστική επεμβατική καρδιακή τεχνική με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	2062.00	0.00	2062.00
14	Ενδοκρινολογική	2025	Κ32Χ	παθήσεις-επιπλοκές του κυκλοφορικού χωρίς ΟΕΜ με διαγνωστική επεμβατική καρδιακή τεχνική χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	1089.00	1815.00	2904.00
14	Ενδοκρινολογική	2025	Κ33Α	Διάγνωση κυκλοφορικού με μη επεμβατικό μηχανικό αερισμό	2	ΕΦΚΑ	1	3132.00	0.00	3132.00
14	Ενδοκρινολογική	2025	Κ33Χ	Φλεβοθρόμβωση χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	669.00	669.00	1338.00
14	Ενδοκρινολογική	2025	Κ34Μ	Δερματικά έλκη σε παθήσεις-επιπλοκές κυκλοφορικού με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	2233.00	0.00	2233.00
14	Ενδοκρινολογική	2025	Κ34Χ	Δερματικά έλκη σε παθήσεις-επιπλοκές κυκλοφορικού χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	981.00	1373.40	2354.40
14	Ενδοκρινολογική	2025	Κ35Μ	Περιφερική αγγειοπάθεια με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	1502.00	0.00	1502.00
14	Ενδοκρινολογική	2025	Κ35Χ	Περιφερική αγγειοπάθεια χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	521.00	0.00	521.00
14	Ενδοκρινολογική	2025	Κ36Μ	Αθηρωμάτωση στεφανιαίων αρτηριών με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	957.00	0.00	957.00
14	Ενδοκρινολογική	2025	Κ36Χ	Αθηρωμάτωση στεφανιαίων αρτηριών χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	374.00	374.00	748.00
14	Ενδοκρινολογική	2025	Κ37Μ	Αρτηριακή υπέρταση με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	1198.00	0.00	1198.00
15	Παιδιατρική	2025	Κ37Χ	Αρτηριακή υπέρταση χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	459.00	918.00	1377.00
15	Παιδιατρική	2025	Κ38Μ	Συγγενής καρδιοπάθεια με συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	1284.00	963.00	2247.00
15	Παιδιατρική	2025	Κ38Χ	Συγγενής καρδιοπάθεια χωρίς συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	627.00	4389.00	5016.00
15	Παιδιατρική	2025	Κ39Μ	Βαλβιδοπάθειες με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	1268.00	633.99	1901.99
15	Παιδιατρική	2025	Κ39Χ	Βαλβιδοπάθειες χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	327.00	1308.00	1635.00
15	Παιδιατρική	2025	Κ40Μ	Διαταραχές κυκλοφορικού με ΟΕΜ χωρίς διαγνωστική επεμβατική καρδιακή τεχνική με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	2000.00	200.00	2200.00
15	Παιδιατρική	2025	Κ40Χ	Διαταραχές κυκλοφορικού με ΟΕΜ χωρίς διαγνωστική επεμβατική καρδιακή τεχνική χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	794.00	2382.03	3176.03
15	Παιδιατρική	2025	Κ41Μ	Λοιμώδης ενδοκαρδίτιδα με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	4801.00	0.00	4801.00
15	Παιδιατρική	2025	Κ41Χ	Λοιμώδης ενδοκαρδίτιδα χωρίς καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	2397.00	0.00	2397.00
15	Παιδιατρική	2025	Κ42Μ	Καρδιακή ανεπάρκεια και καταπληξία (SCHOCK) με καταστροφικές συνυπάρχουσες παθήσεις	5	Ανασφάλιστος	1	2054.00	0.00	2054.00
15	Παιδιατρική	2025	Κ42Χ	Καρδιακή ανεπάρκεια και καταπληξία (SCHOCK) χωρίς καταστροφικές συνυπάρχουσες παθήσεις	1	ΕΟΠΥΥ	1	934.00	0.00	934.00
15	Παιδιατρική	2025	Κ43Μ	Φλεβοθρόμβωση με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	1471.00	0.00	1471.00
15	Παιδιατρική	2025	Κ43Χ	Συγκοπή και λιποθυμία χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	397.00	794.00	1191.00
15	Παιδιατρική	2025	Κ44Α	Θωρακικό άλγος	4	Ιδιωτική Ασφάλεια Β	1	311.00	1866.00	2177.00
15	Παιδιατρική	2025	Κ45Μα	Λοιπές παθήσεις-επιπλοκές κυκλοφορικού με καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	5	Ανασφάλιστος	1	2428.00	0.00	2428.00
15	Παιδιατρική	2025	Κ45Μβ	Λοιπές παθήσεις-επιπλοκές κυκλοφορικού με μετρίου ή σοβαρού βαθμού συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	1019.00	1273.75	2292.75
15	Παιδιατρική	2025	Κ45Χ	Λοιπές παθήσεις-επιπλοκές κυκλοφορικού χωρίς συνυπάρχουσες παθήσεις-επιπλοκές	2	ΕΦΚΑ	1	521.00	2084.00	2605.00
15	Παιδιατρική	2025	Κ46Μ	Αρρυθμία, καρδιακή ανακοπή και διαταραχές αγωγιμότητας με σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	1245.00	1037.50	2282.50
15	Παιδιατρική	2025	Κ46Χ	Αρρυθμία, καρδιακή ανακοπή και διαταραχές αγωγιμότητας χωρίς σοβαρού βαθμού ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	444.00	2220.00	2664.00
15	Παιδιατρική	2025	Κ47Α	Κατάλυση αρρυθμιογόνων εστιών	5	Ανασφάλιστος	1	2423.00	0.00	2423.00
1	Καρδιολογία	2026	S01Χ	Χειρουργικές επεμβάσεις για διαγνώσεις που σχετίζονται με άλλη χρήση υπηρεσιών υγείας χωρίς σοβαρές ή καταστροφικές συνυπάρχουσες παθήσεις-επιπλοκές	1	ΕΟΠΥΥ	1	1334.00	4002.00	5336.00
1	Καρδιολογία	2026	S20Α	Αποκατάσταση, της ίδιας ημέρας	2	ΕΦΚΑ	1	934.00	2802.00	3736.00
1	Καρδιολογία	2026	S20Μ	Αποκατάσταση με καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές	3	Ιδιωτική Ασφάλεια Α	1	2716.00	0.00	2716.00
1	Καρδιολογία	2026	S20Χ	Αποκατάσταση χωρίς καταστροφικές συνυπάρχουσες παθήσεις – επιπλοκές	4	Ιδιωτική Ασφάλεια Β	1	1759.00	0.00	1759.00
1	Καρδιολογία	2026	S21Μ	Σημεία και συμπτώματα	5	Ανασφάλιστος	1	887.00	0.00	887.00
4	ΜΕΘ	2026	Μ61Χ	Κατάγματα περιφερικού μηριαίου χωρίς συνυπάρχουσες παθήσεις - επιπλοκές	5	Ανασφάλιστος	1	856.00	428.00	1284.00
4	ΜΕΘ	2026	Μ63Μ	Θλάσεις, διαστρέμματα και εξαρθρώματα Ισχίου, Λεκάνης και Μηρού με συνυπάρχουσες παθήσεις - επιπλοκές	1	ΕΟΠΥΥ	1	1198.00	0.00	1198.00
4	ΜΕΘ	2026	Μ63Χ	Θλάσεις, διαστρέμματα και εξαρθρώματα Ισχίου, Λεκάνης και Μηρού χωρίς συνυπάρχουσες παθήσεις - επιπλοκές	2	ΕΦΚΑ	1	444.00	1332.00	1776.00
